dependents:c5
,freshness_DIV,c5_DIV,d5_DIV,subject_DIV,variety,balance,disparsity,impact_diversity,teamsize,age_mean,age_std,pnum_mean,pnum_std,cn_mean,cn_std,rank_mean,rank_std,num_of_refs,journal fixed,Year fixed,R2,# of Smaples
Model 886,15.1674(****),2.4885(****),-4.5825(****),-142.2464(****),--,0.0191(),-7.5463(),--,1.8790(****),0.0977(****),-0.0984(***),-0.0671(****),0.0248(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4233(****),True,False,0.1842840059566747,142341
Model 887,10.4155(****),0.4126(),-4.4024(****),-191.9366(****),--,5.6767(**),-13.3609(*),--,1.1108(****),0.0720(****),-0.3133(****),-0.1013(****),0.0261(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3978(****),False,True,0.1618812239357591,142341
Model 888,9.0202(****),1.2371(**),-3.0413(****),-203.7892(****),--,6.8301(***),-13.0141(*),--,1.5528(****),0.0309(),-0.1502(****),-0.0899(****),0.0311(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3845(****),True,True,0.12339489058151043,142341
Model 889,17.8085(****),2.4066(****),-6.2435(****),-83.1178(***),--,-2.4085(),--,-2.2561(***),1.5460(****),0.1749(****),-0.2540(****),-0.0751(****),0.0202(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4265(****),False,False,0.21879205364111454,142341
Model 890,15.0089(****),2.2630(****),-4.5743(****),-157.3515(****),--,-0.6817(),--,1.1458(),1.8777(****),0.0963(****),-0.0991(***),-0.0671(****),0.0248(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4239(****),True,False,0.1842890469420705,142341
Model 891,10.4632(****),0.4503(),-4.4306(****),-201.8687(****),--,5.5312(**),--,-0.8156(),1.1054(****),0.0729(****),-0.3136(****),-0.1011(****),0.0261(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3975(****),False,True,0.1618539574230603,142341
Model 892,8.7693(****),0.9065(*),-3.0364(****),-227.8154(****),--,5.7133(**),--,1.7554(*),1.5531(****),0.0298(),-0.1506(****),-0.0899(****),0.0310(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3856(****),True,True,0.1234000083494291,142341
Model 893,17.7076(****),2.3531(****),-6.2268(****),-105.2703(****),--,--,4.4308(),-2.4511(***),1.5427(****),0.1752(****),-0.2543(****),-0.0750(****),0.0202(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4280(****),False,False,0.21878739368709377,142341
Model 894,15.0672(****),2.3220(****),-4.5761(****),-153.2310(****),--,--,-9.0470(),1.2723(),1.8821(****),0.0966(****),-0.0985(***),-0.0670(****),0.0248(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4247(****),True,False,0.18430379890359816,142341
Model 895,10.7223(****),0.5788(),-4.4723(****),-149.4976(****),--,--,-11.3456(*),-0.3689(),1.1138(****),0.0722(****),-0.3128(****),-0.1011(****),0.0261(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3941(****),False,True,0.1618323258880856,142341
Model 896,9.0992(****),1.0732(*),-3.0340(****),-177.1161(****),--,--,-14.2595(**),2.3259(***),1.5562(****),0.0293(),-0.1502(****),-0.0900(****),0.0311(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3827(****),True,True,0.12338841374602161,142341
Model 897,17.7693(****),1.9864(****),-6.2843(****),--,-9.7787(),-7.1257(****),0.6255(),--,1.5587(****),0.1711(****),-0.2531(****),-0.0749(****),0.0200(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4220(****),False,False,0.21865456877612965,142341
Model 898,15.3430(****),2.4886(****),-4.5934(****),--,-24.6293(***),-3.9466(*),-6.9307(),--,1.8824(****),0.0967(****),-0.0980(***),-0.0670(****),0.0248(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4206(****),True,False,0.18420034265865315,142341
Model 899,10.6507(****),0.5013(),-4.4288(****),--,-41.1215(****),0.5665(),-10.9448(*),--,1.1207(****),0.0705(****),-0.3124(****),-0.1012(****),0.0259(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3976(****),False,True,0.16178982437801226,142341
Model 900,9.2315(****),1.3591(**),-3.0395(****),--,-46.9117(****),1.7861(),-9.1756(),--,1.5572(****),0.0299(),-0.1500(****),-0.0899(****),0.0311(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3860(****),True,True,0.12334872981223954,142341
Model 901,17.6849(****),2.2621(****),-6.3418(****),--,-4.7538(),-5.8575(***),--,-2.6063(****),1.5416(****),0.1703(****),-0.2506(****),-0.0745(****),0.0198(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4197(****),False,False,0.21997875185213278,143508
Model 902,14.9884(****),2.2289(****),-4.6217(****),--,-28.7882(****),-5.1276(**),--,0.9903(),1.8772(****),0.0935(****),-0.0971(***),-0.0668(****),0.0246(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4218(****),True,False,0.18550791128601907,143508
Model 903,10.5365(****),0.5129(),-4.4834(****),--,-43.2532(****),0.0005(),--,-0.8450(),1.1141(****),0.0689(****),-0.3100(****),-0.1008(****),0.0258(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3978(****),False,True,0.16208696286369495,143508
Model 904,8.9080(****),1.0336(*),-3.0518(****),--,-53.3511(****),-0.0223(),--,1.8891(**),1.5557(****),0.0264(),-0.1488(****),-0.0898(****),0.0309(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3884(****),True,True,0.12386537541478937,143508
Model 905,17.8133(****),2.2534(****),-6.2894(****),--,-10.2508(),--,-0.5713(),-3.0444(****),1.5489(****),0.1738(****),-0.2525(****),-0.0745(****),0.0199(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4216(****),False,False,0.21867466720202378,142341
Model 906,15.1425(****),2.2595(****),-4.5996(****),--,-29.2375(****),--,-9.4373(),0.7996(),1.8890(****),0.0961(****),-0.0975(***),-0.0667(****),0.0247(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4229(****),True,False,0.18417753108253176,142341
Model 907,10.7535(****),0.6113(),-4.4474(****),--,-39.2914(****),--,-10.0635(),-0.6119(),1.1191(****),0.0711(****),-0.3124(****),-0.1011(****),0.0260(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3969(****),False,True,0.16179421126509919,142341
Model 908,9.0978(****),1.1367(*),-3.0223(****),--,-50.0536(****),--,-10.7472(),2.1605(**),1.5612(****),0.0283(),-0.1500(****),-0.0900(****),0.0311(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3879(****),True,True,0.12340408367102651,142341
Model 909,17.9571(****),2.2927(****),-6.3319(****),--,--,-6.0152(***),0.3285(),-2.6585(****),1.5460(****),0.1725(****),-0.2528(****),-0.0748(****),0.0199(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4170(****),False,False,0.21872849774316694,142341
Model 910,15.2830(****),2.1099(****),-4.5976(****),--,--,-5.6926(***),-14.4108(**),0.7207(),1.8779(****),0.0943(****),-0.0980(***),-0.0671(****),0.0247(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4089(****),True,False,0.18412358052593703,142341
Model 911,11.0046(****),0.3672(),-4.6376(****),--,--,-1.4837(),-22.2110(****),-1.4227(*),1.1257(****),0.0699(****),-0.3090(****),-0.1000(****),0.0256(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3782(****),False,True,0.161555512067739,142341
Model 912,9.2376(****),0.7003(),-3.0823(****),--,--,-1.4777(),-22.7608(****),1.1523(),1.5564(****),0.0272(),-0.1486(****),-0.0896(****),0.0309(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3645(****),True,True,0.12304008893994978,142341
Model 913,16.9099(****),-0.4261(),--,-656.6890(****),137.0878(****),10.2089(****),-12.0855(*),--,1.6221(****),0.1715(****),-0.2481(****),-0.0676(****),0.0206(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4240(****),False,False,0.2172143537657265,142341
Model 914,14.6706(****),0.6420(),--,-423.0393(****),72.4103(***),6.3321(*),-14.9544(*),--,1.9194(****),0.0980(****),-0.0955(***),-0.0642(****),0.0246(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(**),0.4228(****),True,False,0.18339773990135055,142341
Model 915,9.8929(****),-1.1501(**),--,-353.3449(****),35.5337(),10.3184(****),-18.3320(**),--,1.1501(****),0.0668(****),-0.3105(****),-0.0972(****),0.0263(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.3991(****),False,True,0.16094274199760028,142341
Model 916,8.6707(****),0.1562(),--,-209.2785(**),0.3949(),7.0352(**),-13.4917(*),--,1.5696(****),0.0282(),-0.1498(****),-0.0888(****),0.0311(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3868(****),True,True,0.12293949952045435,142341
Model 917,17.0797(****),-0.1203(),--,-624.9926(****),129.3955(****),10.3362(****),--,-2.5280(***),1.6081(****),0.1729(****),-0.2486(****),-0.0675(****),0.0206(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4231(****),False,False,0.21726800768208565,142341
Model 918,14.5756(****),0.4701(),--,-364.4961(****),52.1836(**),3.7865(),--,0.9643(),1.9190(****),0.0967(****),-0.0963(***),-0.0641(****),0.0246(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(**),0.4250(****),True,False,0.18337094968129863,142341
Model 919,9.9793(****),-1.1016(*),--,-293.1881(****),15.8685(),8.2510(***),--,-0.6140(),1.1476(****),0.0672(****),-0.3109(****),-0.0971(****),0.0262(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.4006(****),False,True,0.16088826803763734,142341
Model 920,8.4987(****),-0.1027(),--,-148.9066(*),-21.5994(),3.9332(),--,1.9570(**),1.5725(****),0.0267(),-0.1502(****),-0.0888(****),0.0310(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3899(****),True,True,0.12295498672389138,142341
Model 921,17.5423(****),0.1296(),--,-401.5627(****),84.5314(****),--,-3.0510(),-1.9534(**),1.6271(****),0.1719(****),-0.2474(****),-0.0675(****),0.0205(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4234(****),False,False,0.21717651789269,142341
Model 922,14.8376(****),0.6362(),--,-295.5594(****),42.4709(**),--,-12.7938(*),1.4158(*),1.9250(****),0.0964(****),-0.0956(***),-0.0641(****),0.0246(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(**),0.4245(****),True,False,0.1833873809375921,142341
Model 923,10.3483(****),-0.8771(*),--,-118.5152(*),-15.5429(),--,-11.1991(*),-0.0327(),1.1621(****),0.0657(***),-0.3099(****),-0.0972(****),0.0262(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.3999(****),False,True,0.1608478835390672,142341
Model 924,8.7454(****),0.0565(),--,-75.1748(),-32.7350(*),--,-11.9415(*),2.3928(***),1.5764(****),0.0260(),-0.1498(****),-0.0889(****),0.0310(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3895(****),True,True,0.12296749395700579,142341
Model 925,17.7725(****),0.3633(),--,-121.6908(****),--,-1.1440(),4.6459(),-2.0837(**),1.6490(****),0.1731(****),-0.2464(****),-0.0672(****),0.0203(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4351(****),False,False,0.21698854460827932,142341
Model 926,14.9419(****),0.7455(),--,-153.6426(****),--,-0.7454(),-8.8519(),1.4003(*),1.9348(****),0.0967(****),-0.0949(***),-0.0638(****),0.0246(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4305(****),True,False,0.1833372981494127,142341
Model 927,10.0654(****),-0.9768(*),--,-215.9717(****),--,7.3472(***),-14.2907(**),-0.3769(),1.1544(****),0.0664(***),-0.3104(****),-0.0972(****),0.0263(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.4019(****),False,True,0.1609245601878243,142341
Model 928,8.5059(****),-0.0866(),--,-219.8545(****),--,6.1091(**),-15.6271(**),2.0959(**),1.5733(****),0.0267(),-0.1498(****),-0.0888(****),0.0310(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3884(****),True,True,0.12299567406974055,142341
Model 929,17.9785(****),0.3207(),--,--,-13.7256(*),-5.0962(**),2.4584(),-2.3148(***),1.6564(****),0.1713(****),-0.2449(****),-0.0668(****),0.0201(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4290(****),False,False,0.21688627400233984,142341
Model 930,15.1371(****),0.7617(),--,--,-27.2550(****),-4.9349(**),-7.8882(),1.3063(),1.9385(****),0.0958(****),-0.0945(***),-0.0637(****),0.0245(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4279(****),True,False,0.18324575237465024,142341
Model 931,10.3238(****),-0.8766(),--,--,-47.2108(****),1.6720(),-11.2870(*),-0.3839(),1.1654(****),0.0648(***),-0.3095(****),-0.0971(****),0.0261(**),0.0023(****),0.0000(),-0.0011(****),0.0015(****),0.4021(****),False,True,0.16082197314763025,142341
Model 932,8.7247(****),0.0439(),--,--,-51.6644(****),0.6563(),-11.3484(*),2.2023(**),1.5783(****),0.0255(),-0.1497(****),-0.0888(****),0.0310(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3905(****),True,True,0.12295537598216377,142341
Model 933,17.2062(****),--,-5.9342(****),-652.3320(****),146.0245(****),9.9762(****),-11.2089(),--,1.5236(****),0.1732(****),-0.2544(****),-0.0746(****),0.0206(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4163(****),False,False,0.21894218002509303,142341
Model 934,15.1659(****),--,-4.1112(****),-451.9771(****),84.6712(****),8.2678(**),-13.4513(*),--,1.8751(****),0.0981(****),-0.0973(***),-0.0668(****),0.0249(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4180(****),True,False,0.18422612789502513,142341
Model 935,10.3138(****),--,-4.3645(****),-350.5178(****),41.9641(*),9.4658(***),-17.5436(**),--,1.1051(****),0.0726(****),-0.3132(****),-0.1010(****),0.0262(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3945(****),False,True,0.16190477556744487,142341
Model 936,9.1697(****),--,-2.7794(****),-232.1120(**),9.4336(),8.0911(**),-12.5414(*),--,1.5539(****),0.0304(),-0.1496(****),-0.0897(****),0.0312(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3847(****),True,True,0.12334998007931974,142341
Model 937,17.4086(****),--,-5.9077(****),-628.1923(****),140.4563(****),10.2576(****),--,-2.2195(***),1.5119(****),0.1745(****),-0.2546(****),-0.0744(****),0.0206(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4156(****),False,False,0.2189837437835387,142341
Model 938,15.0166(****),--,-4.1499(****),-390.5955(****),62.8651(***),5.3372(*),--,1.4149(*),1.8753(****),0.0963(****),-0.0983(***),-0.0668(****),0.0249(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4204(****),True,False,0.1842200336626516,142341
Model 939,10.4335(****),--,-4.3735(****),-295.7247(****),24.3470(),7.7090(**),--,-0.8040(),1.1019(****),0.0733(****),-0.3135(****),-0.1008(****),0.0261(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3958(****),False,True,0.16185909320000913,142341
Model 940,8.9524(****),--,-2.8260(****),-168.4229(*),-13.9708(),4.7188(),--,2.1104(**),1.5570(****),0.0288(),-0.1502(****),-0.0898(****),0.0311(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3878(****),True,True,0.12337953173557681,142341
Model 941,17.9155(****),--,-5.9064(****),-407.0181(****),96.2068(****),--,-2.1930(),-1.5795(*),1.5312(****),0.1734(****),-0.2532(****),-0.0743(****),0.0206(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4161(****),False,False,0.21889136282506128,142341
Model 942,15.3675(****),--,-4.1090(****),-286.9970(****),45.5953(**),--,-10.8292(),1.9817(**),1.8827(****),0.0959(****),-0.0975(***),-0.0667(****),0.0249(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4204(****),True,False,0.18421508378369178,142341
Model 943,10.8162(****),--,-4.3570(****),-133.1968(**),-4.4186(),--,-10.5995(),-0.1902(),1.1159(****),0.0716(****),-0.3124(****),-0.1009(****),0.0262(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3952(****),False,True,0.1618235680052169,142341
Model 944,9.2481(****),--,-2.7825(****),-76.8632(),-28.9353(*),--,-10.7285(),2.6230(****),1.5615(****),0.0280(),-0.1497(****),-0.0898(****),0.0312(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3876(****),True,True,0.12337974753395953,142341
Model 945,18.2555(****),--,-5.8178(****),-82.1157(**),--,-2.1634(),6.9827(),-1.5997(*),1.5587(****),0.1746(****),-0.2518(****),-0.0737(****),0.0203(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4292(****),False,False,0.2186508392501002,142341
Model 946,15.4789(****),--,-4.0988(****),-138.2579(****),--,-0.1225(),-6.5564(),1.9616(**),1.8942(****),0.0962(****),-0.0966(***),-0.0664(****),0.0249(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4273(****),True,False,0.18415607855396732,142341
Model 947,10.5648(****),--,-4.3181(****),-187.1142(****),--,6.0611(**),-12.5376(*),-0.5079(),1.1105(****),0.0721(****),-0.3130(****),-0.1010(****),0.0262(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3979(****),False,True,0.16187979168762878,142341
Model 948,8.9857(****),--,-2.8121(****),-210.7430(****),--,6.2070(**),-14.2231(**),2.2781(***),1.5585(****),0.0287(),-0.1498(****),-0.0898(****),0.0312(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3870(****),True,True,0.12341700698574332,142341
Model 949,18.3991(****),--,-5.8976(****),--,-3.0366(),-5.2057(**),3.5478(),-1.8814(**),1.5617(****),0.1728(****),-0.2506(****),-0.0735(****),0.0202(*),0.0022(****),0.0001(*),-0.0007(****),0.0018(****),0.4219(****),False,False,0.21859364305882534,142341
Model 950,15.6554(****),--,-4.1107(****),--,-22.3391(***),-3.9797(*),-6.2149(),1.8361(**),1.8968(****),0.0953(****),-0.0962(***),-0.0663(****),0.0249(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4239(****),True,False,0.1840683345712082,142341
Model 951,10.8135(****),--,-4.3310(****),--,-39.4130(****),1.0789(),-10.2939(),-0.5152(),1.1204(****),0.0707(****),-0.3120(****),-0.1008(****),0.0260(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3976(****),False,True,0.16178616941951784,142341
Model 952,9.2120(****),--,-2.7847(****),--,-48.5136(****),0.9832(),-10.2380(),2.3950(***),1.5635(****),0.0275(),-0.1495(****),-0.0898(****),0.0312(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3887(****),True,True,0.12336813974876393,142341
Model 953,17.0475(****),--,--,-661.2187(****),141.5961(****),11.7001(****),-10.7568(),-2.4786(***),1.6104(****),0.1734(****),-0.2482(****),-0.0675(****),0.0206(*),0.0022(****),0.0001(*),-0.0006(****),0.0017(****),0.4220(****),False,False,0.21728648957793018,142341
Model 954,14.6935(****),--,--,-426.8453(****),72.4201(***),5.9428(*),-15.6475(**),1.2881(),1.9233(****),0.0969(****),-0.0953(***),-0.0640(****),0.0246(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(**),0.4242(****),True,False,0.18340571025037333,142341
Model 955,9.7668(****),--,--,-336.0366(****),30.6526(),9.9044(***),-18.2187(**),-0.8009(),1.1486(****),0.0677(****),-0.3111(****),-0.0974(****),0.0262(**),0.0023(****),0.0000(),-0.0010(****),0.0015(****),0.3983(****),False,True,0.16091138553432305,142341
Model 956,8.5158(****),--,--,-197.1291(*),-6.0747(),5.5477(*),-15.0920(**),2.0999(**),1.5738(****),0.0266(),-0.1499(****),-0.0888(****),0.0310(***),0.0020(****),0.0000(),-0.0004(****),0.0004(**),0.3889(****),True,True,0.1229960753573891,142341
Model 957,--,2.4959(****),-6.2149(****),-818.0947(****),180.9533(****),15.6119(****),-12.4077(*),--,1.5985(****),0.1817(****),-0.2523(****),-0.0679(****),0.0185(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4101(****),False,False,0.21681704958773607,142341
Model 958,--,2.9196(****),-4.4824(****),-574.4255(****),108.4660(****),12.5696(****),-12.7658(*),--,1.9348(****),0.1037(****),-0.0950(***),-0.0617(****),0.0234(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4123(****),True,False,0.18252920914930504,142341
Model 959,--,0.7616(),-4.2767(****),-437.4989(****),59.2499(**),13.2563(****),-18.2978(**),--,1.1178(****),0.0724(****),-0.3140(****),-0.0990(****),0.0250(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3897(****),False,True,0.16107030991827975,142341
Model 960,--,1.5643(***),-2.8630(****),-288.2619(***),18.7463(),10.6239(****),-12.1413(*),--,1.5634(****),0.0301(),-0.1507(****),-0.0885(****),0.0304(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3794(****),True,True,0.12269170757147396,142341
Model 961,--,2.7556(****),-6.2367(****),-784.6310(****),171.9756(****),15.4216(****),--,-2.0733(**),1.5868(****),0.1829(****),-0.2528(****),-0.0678(****),0.0185(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4096(****),False,False,0.21684413048735407,142341
Model 962,--,2.6968(****),-4.4762(****),-518.7286(****),88.7337(****),9.8856(****),--,1.4180(*),1.9354(****),0.1020(****),-0.0958(***),-0.0616(****),0.0235(**),0.0019(****),0.0001(**),-0.0002(**),0.0005(***),0.4148(****),True,False,0.18252563021874257,142341
Model 963,--,0.7749(),-4.2916(****),-376.0691(****),38.7296(*),10.9770(****),--,-0.2821(),1.1161(****),0.0726(****),-0.3144(****),-0.0989(****),0.0249(**),0.0023(****),0.0000(),-0.0011(****),0.0016(****),0.3914(****),False,True,0.1610122133549533,142341
Model 964,--,1.2616(**),-2.8527(****),-228.1149(**),-3.3899(),7.3464(**),--,2.2901(***),1.5669(****),0.0283(),-0.1511(****),-0.0886(****),0.0304(***),0.0020(****),0.0000(),-0.0005(****),0.0004(**),0.3828(****),True,True,0.12273177545036407,142341
Model 965,--,3.1701(****),-6.3033(****),-450.4542(****),103.0240(****),--,-0.1351(),-1.2420(),1.6157(****),0.1815(****),-0.2512(****),-0.0676(****),0.0182(*),0.0022(****),0.0001(*),-0.0007(****),0.0017(****),0.4101(****),False,False,0.21663349634399387,142341
