dependents:d5
,freshness_DIV,c5_DIV,d5_DIV,subject_DIV,variety,balance,disparsity,impact_diversity,teamsize,age_mean,age_std,pnum_mean,pnum_std,cn_mean,cn_std,rank_mean,rank_std,num_of_refs,journal fixed,Year fixed,R2,# of Smaples
Model 235,--,-0.0621(****),-0.0078(****),--,0.0314(**),--,--,--,-0.0005(*),0.0002(****),-0.0002(*),-0.0000(*),0.0000(*),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,True,0.03895327152355943,143508
Model 236,--,-0.0533(****),-0.0140(****),--,-0.1629(****),--,--,--,-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0001(****),True,True,0.03762406741052127,143508
Model 237,--,-0.0578(****),-0.0075(****),--,--,-0.1028(****),--,--,-0.0008(***),0.0002(****),-0.0002(**),-0.0000(**),0.0000(*),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),0.0000(****),False,False,0.051592074301660684,143508
Model 238,--,-0.0502(****),-0.0129(****),--,--,-0.1437(****),--,--,-0.0006(*),0.0001(*),-0.0001(),-0.0000(),0.0000(*),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(****),True,False,0.054082141116168825,143508
Model 239,--,-0.0550(****),-0.0076(****),--,--,-0.1005(****),--,--,-0.0005(*),0.0002(****),-0.0002(**),-0.0000(**),0.0000(*),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),0.0000(****),False,True,0.045339621598400104,143508
Model 240,--,-0.0470(****),-0.0137(****),--,--,-0.1427(****),--,--,-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(),True,True,0.04799941942566399,143508
Model 241,--,-0.0502(****),-0.0044(****),--,--,--,0.0973(****),--,-0.0007(***),0.0001(****),-0.0001(*),-0.0000(*),0.0000(*),-0.0000(**),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,False,0.03188423106845251,142341
Model 242,--,-0.0452(****),-0.0093(****),--,--,--,0.0174(),--,-0.0005(*),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0000(****),True,False,0.02986584564300676,142341
Model 243,--,-0.0485(****),-0.0045(****),--,--,--,0.1133(****),--,-0.0005(**),0.0001(****),-0.0001(*),-0.0000(*),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0000(*),False,True,0.028848013958203134,142341
Model 244,--,-0.0435(****),-0.0097(****),--,--,--,0.0312(**),--,-0.0004(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(****),True,True,0.02639267810975854,142341
Model 245,--,-0.0590(****),-0.0076(****),--,--,--,--,-0.0236(****),-0.0009(***),0.0002(****),-0.0002(**),-0.0000(**),0.0000(*),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),0.0000(),False,False,0.04704747789748387,143508
Model 246,--,-0.0519(****),-0.0136(****),--,--,--,--,-0.0343(****),-0.0005(*),0.0001(**),-0.0001(),-0.0000(),0.0000(*),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(****),True,False,0.046637557942303176,143508
Model 247,--,-0.0566(****),-0.0077(****),--,--,--,--,-0.0218(****),-0.0006(**),0.0002(****),-0.0002(**),-0.0000(*),0.0000(*),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),0.0000(),False,True,0.040700189389566654,143508
Model 248,--,-0.0496(****),-0.0141(****),--,--,--,--,-0.0317(****),-0.0003(),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(***),True,True,0.039987800709182064,143508
Model 249,--,-0.0510(****),--,0.0529(),0.0326(),--,--,--,-0.0006(**),0.0001(****),-0.0001(*),-0.0000(),0.0000(*),-0.0000(**),0.0000(),0.0000(****),-0.0000(**),-0.0000(),False,False,0.030981920811889885,142341
Model 250,--,-0.0464(****),--,-0.4121(****),0.0074(),--,--,--,-0.0004(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(*),-0.0000(),0.0000(*),True,False,0.029130354129097036,142341
Model 251,--,-0.0494(****),--,0.0384(),0.0403(),--,--,--,-0.0004(*),0.0001(****),-0.0001(*),-0.0000(*),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0000(**),False,True,0.027739674136646353,142341
Model 252,--,-0.0448(****),--,-0.3988(****),-0.0001(),--,--,--,-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(**),True,True,0.02558790454237081,142341
Model 253,--,-0.0489(****),--,0.9154(****),--,-0.1036(****),--,--,-0.0005(**),0.0001(***),-0.0001(*),-0.0000(),0.0000(*),-0.0000(**),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.03663648055154811,142341
Model 254,--,-0.0440(****),--,0.4098(****),--,-0.1122(****),--,--,-0.0004(*),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,False,0.03537255264936545,142341
Model 255,--,-0.0471(****),--,0.9266(****),--,-0.1033(****),--,--,-0.0003(),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.03336470583705098,142341
Model 256,--,-0.0422(****),--,0.3965(****),--,-0.1118(****),--,--,-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(****),True,True,0.03181609260998386,142341
Model 257,--,-0.0517(****),--,0.0238(),--,--,0.0938(****),--,-0.0006(**),0.0001(****),-0.0001(*),-0.0000(),0.0000(*),-0.0000(**),0.0000(),0.0000(****),-0.0000(**),-0.0000(),False,False,0.03156529143239728,142341
Model 258,--,-0.0469(****),--,-0.4393(****),--,--,0.0456(****),--,-0.0004(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(*),-0.0000(),0.0000(**),True,False,0.02925847027468198,142341
Model 259,--,-0.0501(****),--,0.0166(),--,--,0.1094(****),--,-0.0005(*),0.0001(****),-0.0001(*),-0.0000(*),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,True,0.02852335578015741,142341
Model 260,--,-0.0454(****),--,-0.4651(****),--,--,0.0590(****),--,-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(**),True,True,0.02580240092182229,142341
Model 261,--,-0.0492(****),--,0.2650(****),--,--,--,-0.0106(****),-0.0006(**),0.0001(****),-0.0001(*),-0.0000(),0.0000(*),-0.0000(**),0.0000(),0.0000(****),-0.0000(**),-0.0000(**),False,False,0.031472848639581,142341
Model 262,--,-0.0444(****),--,-0.2467(****),--,--,--,-0.0139(****),-0.0004(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(*),-0.0000(),0.0000(),True,False,0.029904058305605608,142341
Model 263,--,-0.0478(****),--,0.2603(****),--,--,--,-0.0091(****),-0.0005(*),0.0001(****),-0.0001(*),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0000(**),False,True,0.028093488158103863,142341
Model 264,--,-0.0431(****),--,-0.2812(****),--,--,--,-0.0118(****),-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.02614034129403242,142341
Model 265,--,-0.0625(****),--,--,0.1545(****),-0.1177(****),--,--,-0.0007(**),0.0001(***),-0.0002(**),-0.0000(*),0.0000(*),-0.0000(**),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,False,0.05195560818852296,143508
Model 266,--,-0.0544(****),--,--,-0.0276(*),-0.1433(****),--,--,-0.0004(),0.0001(*),-0.0001(),-0.0000(),0.0000(*),-0.0000(**),0.0000(),0.0000(),-0.0000(),0.0000(),True,False,0.052266383187261845,143508
Model 267,--,-0.0598(****),--,--,0.1643(****),-0.1163(****),--,--,-0.0004(),0.0002(****),-0.0002(*),-0.0000(*),0.0000(*),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.0458085354408837,143508
Model 268,--,-0.0517(****),--,--,-0.0304(*),-0.1417(****),--,--,-0.0002(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.045982284504599624,143508
Model 269,--,-0.0517(****),--,--,0.0020(),--,0.0952(****),--,-0.0006(**),0.0001(****),-0.0001(*),-0.0000(),0.0000(*),-0.0000(**),0.0000(),0.0000(****),-0.0000(**),-0.0000(),False,False,0.03156302216048401,142341
Model 270,--,-0.0469(****),--,--,-0.1135(****),--,0.0510(****),--,-0.0004(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(*),-0.0000(),0.0000(***),True,False,0.029164452036777533,142341
Model 271,--,-0.0500(****),--,--,0.0008(),--,0.1107(****),--,-0.0005(*),0.0001(****),-0.0001(*),-0.0000(*),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,True,0.028522170999221275,142341
Model 272,--,-0.0454(****),--,--,-0.1232(****),--,0.0651(****),--,-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(****),True,True,0.025727073685661628,142341
Model 273,--,-0.0626(****),--,--,0.0774(****),--,--,-0.0262(****),-0.0007(***),0.0002(****),-0.0002(**),-0.0000(),0.0000(*),-0.0000(*),0.0000(),0.0000(****),-0.0000(***),-0.0000(**),False,False,0.04661113133003725,143508
Model 274,--,-0.0557(****),--,--,-0.0815(****),--,--,-0.0320(****),-0.0004(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(),True,False,0.0448346878656829,143508
Model 275,--,-0.0603(****),--,--,0.0821(****),--,--,-0.0244(****),-0.0005(*),0.0002(****),-0.0002(*),-0.0000(),0.0000(*),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0000(***),False,True,0.040276451959507686,143508
Model 276,--,-0.0538(****),--,--,-0.0939(****),--,--,-0.0290(****),-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(**),True,True,0.03810837898906949,143508
Model 277,--,-0.0486(****),--,--,--,-0.0764(****),0.1674(****),--,-0.0007(***),0.0001(****),-0.0001(*),-0.0000(*),0.0000(*),-0.0000(**),0.0000(),0.0000(****),-0.0000(**),0.0000(),False,False,0.03582007120255082,142341
Model 278,--,-0.0440(****),--,--,--,-0.1013(****),0.0826(****),--,-0.0005(*),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0000(**),True,False,0.035349024670579876,142341
Model 279,--,-0.0468(****),--,--,--,-0.0769(****),0.1843(****),--,-0.0005(*),0.0002(****),-0.0001(*),-0.0000(*),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0000(),False,True,0.03285423857019276,142341
Model 280,--,-0.0423(****),--,--,--,-0.1023(****),0.0966(****),--,-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(*),True,True,0.031975596198964396,142341
Model 281,--,-0.0583(****),--,--,--,-0.0942(****),--,-0.0110(****),-0.0007(**),0.0002(****),-0.0002(**),-0.0000(*),0.0000(*),-0.0000(**),0.0000(),0.0000(****),-0.0000(***),0.0000(****),False,False,0.05131877417702957,143508
Model 282,--,-0.0518(****),--,--,--,-0.1313(****),--,-0.0178(****),-0.0004(),0.0001(**),-0.0001(),-0.0000(),0.0000(*),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0000(),True,False,0.05320461900955109,143508
Model 283,--,-0.0561(****),--,--,--,-0.0933(****),--,-0.0093(****),-0.0005(*),0.0002(****),-0.0002(**),-0.0000(*),0.0000(*),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),0.0000(****),False,True,0.04492775987625286,143508
Model 284,--,-0.0498(****),--,--,--,-0.1322(****),--,-0.0149(****),-0.0002(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.04663036881542515,143508
Model 285,--,-0.0496(****),--,--,--,--,0.1153(****),-0.0111(****),-0.0007(***),0.0001(****),-0.0001(*),-0.0000(),0.0000(*),-0.0000(**),0.0000(),0.0000(****),-0.0000(**),-0.0000(),False,False,0.03214351330566023,142341
Model 286,--,-0.0456(****),--,--,--,--,0.0481(****),-0.0174(****),-0.0004(*),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(*),-0.0000(),-0.0000(****),True,False,0.02984042420398436,142341
Model 287,--,-0.0483(****),--,--,--,--,0.1280(****),-0.0099(****),-0.0005(*),0.0002(****),-0.0001(*),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0000(),False,True,0.028985511724127222,142341
Model 288,--,-0.0445(****),--,--,--,--,0.0560(****),-0.0157(****),-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(*),-0.0000(),-0.0000(***),True,True,0.02606243242069628,142341
Model 289,--,--,-0.0136(****),0.1169(),-0.1136(****),--,--,--,-0.0010(****),0.0001(***),-0.0002(***),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0000(****),False,False,0.007273942856449556,142341
Model 290,--,--,-0.0187(****),-0.3941(****),-0.1393(****),--,--,--,-0.0007(***),0.0001(**),-0.0001(*),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0000(),True,False,0.013069814018969006,142341
Model 291,--,--,-0.0137(****),-0.0227(),-0.0537(*),--,--,--,-0.0006(**),0.0002(****),-0.0002(**),-0.0001(****),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(),-0.0000(****),False,True,0.005797103590500008,142341
Model 292,--,--,-0.0189(****),-0.4912(****),-0.1017(***),--,--,--,-0.0004(*),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.011193443789415003,142341
Model 293,--,--,-0.0142(****),0.6657(****),--,-0.1241(****),--,--,-0.0010(****),0.0001(**),-0.0002(***),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.015321946266816378,142341
Model 294,--,--,-0.0180(****),0.0802(),--,-0.1282(****),--,--,-0.0008(****),0.0001(*),-0.0001(*),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,False,0.02111247936033256,142341
Model 295,--,--,-0.0145(****),0.7430(****),--,-0.1252(****),--,--,-0.0005(**),0.0002(****),-0.0001(*),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0001(****),False,True,0.014121578014231972,142341
Model 296,--,--,-0.0184(****),0.1190(*),--,-0.1288(****),--,--,-0.0005(*),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,True,0.019456673834006066,142341
Model 297,--,--,-0.0138(****),-0.3073(****),--,--,0.0277(**),--,-0.0010(****),0.0001(***),-0.0002(***),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0001(****),False,False,0.007197138026223571,142341
Model 298,--,--,-0.0187(****),-0.8317(****),--,--,-0.0240(*),--,-0.0007(***),0.0001(**),-0.0001(*),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0000(**),True,False,0.012919269483285034,142341
Model 299,--,--,-0.0139(****),-0.2888(****),--,--,0.0592(****),--,-0.0007(**),0.0002(****),-0.0002(**),-0.0001(****),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(),-0.0000(****),False,True,0.006004843835485496,142341
Model 300,--,--,-0.0190(****),-0.8356(****),--,--,0.0039(),--,-0.0005(*),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(),True,True,0.011097067213290845,142341
Model 301,--,--,-0.0133(****),0.0420(),--,--,--,-0.0271(****),-0.0011(****),0.0001(****),-0.0002(**),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.010629050120249728,142341
Model 302,--,--,-0.0180(****),-0.5352(****),--,--,--,-0.0277(****),-0.0008(***),0.0001(***),-0.0001(*),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,False,0.01611281054965963,142341
Model 303,--,--,-0.0135(****),0.0780(*),--,--,--,-0.0252(****),-0.0007(***),0.0002(****),-0.0001(**),-0.0000(***),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0001(****),False,True,0.008754400409770824,142341
Model 304,--,--,-0.0183(****),-0.5473(****),--,--,--,-0.0246(****),-0.0005(*),0.0002(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(**),True,True,0.013611634505755088,142341
Model 305,--,--,-0.0200(****),--,0.0335(**),-0.1517(****),--,--,-0.0013(****),0.0001(**),-0.0003(****),-0.0001(****),0.0000(*),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.026281016182832295,143508
Model 306,--,--,-0.0241(****),--,-0.1711(****),-0.1722(****),--,--,-0.0009(***),0.0001(*),-0.0002(**),-0.0000(*),0.0000(),-0.0000(*),0.0000(),-0.0000(),-0.0000(),-0.0000(****),True,False,0.036872124716835986,143508
Model 307,--,--,-0.0203(****),--,0.0746(****),-0.1502(****),--,--,-0.0006(**),0.0002(****),-0.0002(***),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0001(****),False,True,0.022974136612646467,143508
Model 308,--,--,-0.0245(****),--,-0.1476(****),-0.1699(****),--,--,-0.0004(),0.0002(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(),True,True,0.03302407885094749,143508
Model 309,--,--,-0.0137(****),--,-0.1027(****),--,0.0393(***),--,-0.0010(****),0.0001(***),-0.0002(***),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0000(****),False,False,0.0073634383077224586,142341
Model 310,--,--,-0.0187(****),--,-0.2327(****),--,-0.0078(),--,-0.0007(***),0.0001(**),-0.0001(*),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),0.0000(),True,False,0.012964117945911235,142341
Model 311,--,--,-0.0138(****),--,-0.0903(****),--,0.0665(****),--,-0.0007(**),0.0002(****),-0.0002(**),-0.0001(****),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(),-0.0000(***),False,True,0.006081532939487211,142341
Model 312,--,--,-0.0189(****),--,-0.2303(****),--,0.0176(),--,-0.0004(*),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(*),True,True,0.011043592402472546,142341
Model 313,--,--,-0.0194(****),--,-0.0207(),--,--,-0.0488(****),-0.0014(****),0.0002(****),-0.0003(****),-0.0001(****),0.0000(*),-0.0000(),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,False,0.022048666081826096,143508
Model 314,--,--,-0.0247(****),--,-0.2027(****),--,--,-0.0502(****),-0.0008(***),0.0001(***),-0.0001(*),-0.0000(*),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(****),True,False,0.029483838238584914,143508
Model 315,--,--,-0.0197(****),--,0.0105(),--,--,-0.0464(****),-0.0008(***),0.0002(****),-0.0002(**),-0.0001(***),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.017973258992275865,143508
Model 316,--,--,-0.0251(****),--,-0.1965(****),--,--,-0.0460(****),-0.0004(),0.0002(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(),True,True,0.024447677420044167,143508
Model 317,--,--,-0.0136(****),--,--,-0.1021(****),0.1003(****),--,-0.0011(****),0.0001(***),-0.0002(***),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.01454994331580739,142341
Model 318,--,--,-0.0179(****),--,--,-0.1256(****),0.0090(),--,-0.0008(****),0.0001(*),-0.0001(*),-0.0000(*),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,False,0.02109979259007022,142341
Model 319,--,--,-0.0139(****),--,--,-0.1029(****),0.1364(****),--,-0.0006(**),0.0002(****),-0.0002(**),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0001(****),False,True,0.013575302540846157,142341
Model 320,--,--,-0.0184(****),--,--,-0.1268(****),0.0395(***),--,-0.0005(*),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,True,0.01951786283712198,142341
Model 321,--,--,-0.0185(****),--,--,-0.1179(****),--,-0.0320(****),-0.0013(****),0.0002(****),-0.0003(****),-0.0001(****),0.0000(*),-0.0000(*),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,False,0.029948145477297516,143508
Model 322,--,--,-0.0234(****),--,--,-0.1532(****),--,-0.0355(****),-0.0009(****),0.0001(**),-0.0002(*),-0.0000(*),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,False,0.039888850711174095,143508
Model 323,--,--,-0.0187(****),--,--,-0.1159(****),--,-0.0288(****),-0.0007(**),0.0002(****),-0.0002(***),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0000(****),False,True,0.025731613273891063,143508
Model 324,--,--,-0.0240(****),--,--,-0.1540(****),--,-0.0307(****),-0.0004(),0.0002(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,True,0.03524595005525455,143508
Model 325,--,--,-0.0134(****),--,--,--,0.0563(****),-0.0284(****),-0.0011(****),0.0001(****),-0.0002(***),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.010860986320776367,142341
Model 326,--,--,-0.0184(****),--,--,--,-0.0142(),-0.0325(****),-0.0008(***),0.0001(***),-0.0001(*),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,False,0.01511186370275519,142341
Model 327,--,--,-0.0137(****),--,--,--,0.0852(****),-0.0269(****),-0.0007(***),0.0002(****),-0.0001(**),-0.0000(***),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0001(****),False,True,0.009263466436211565,142341
Model 328,--,--,-0.0189(****),--,--,--,0.0058(),-0.0301(****),-0.0005(*),0.0002(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(*),-0.0000(),-0.0001(****),True,True,0.012544326191880839,142341
Model 329,--,--,--,4.8049(****),-1.0655(****),-0.2107(****),--,--,-0.0003(),0.0001(**),-0.0001(*),-0.0000(**),0.0000(),-0.0000(**),0.0000(),0.0000(****),-0.0000(*),-0.0000(*),False,False,0.0190531714018366,142341
Model 330,--,--,--,4.5197(****),-1.1336(****),-0.2262(****),--,--,-0.0003(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(*),0.0000(),-0.0000(),0.0000(*),True,False,0.023879367648778738,142341
Model 331,--,--,--,4.6393(****),-1.0167(****),-0.2054(****),--,--,-0.0002(),0.0001(****),-0.0001(*),-0.0000(**),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0000(**),False,True,0.016859130008967216,142341
Model 332,--,--,--,4.4428(****),-1.1138(****),-0.2231(****),--,--,-0.0002(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(**),True,True,0.02155226312974945,142341
Model 333,--,--,--,0.1416(),-0.1645(****),--,0.0371(***),--,-0.0008(***),0.0001(***),-0.0002(**),-0.0000(***),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,False,0.004129862382509009,142341
Model 334,--,--,--,-0.4610(****),-0.1402(****),--,-0.0213(*),--,-0.0005(*),0.0001(**),-0.0001(*),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),0.0000(),True,False,0.007534683713019019,142341
Model 335,--,--,--,0.0543(),-0.1330(****),--,0.0621(****),--,-0.0005(*),0.0002(****),-0.0001(**),-0.0000(***),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,True,0.0027991908155264866,142341
Model 336,--,--,--,-0.4873(****),-0.1345(****),--,0.0021(),--,-0.0003(),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(***),True,True,0.005532840846154907,142341
Model 337,--,--,--,0.4270(****),-0.1374(****),--,--,-0.0279(****),-0.0008(****),0.0001(****),-0.0002(**),-0.0000(***),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0000(****),False,False,0.007738619369266231,142341
Model 338,--,--,--,-0.1643(),-0.1321(****),--,--,-0.0293(****),-0.0005(**),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(*),-0.0000(),-0.0000(),True,False,0.01114725244756365,142341
Model 339,--,--,--,0.2936(**),-0.0905(***),--,--,-0.0258(****),-0.0005(**),0.0002(****),-0.0001(*),-0.0000(**),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0000(****),False,True,0.005681361771900151,142341
Model 340,--,--,--,-0.2395(*),-0.1159(****),--,--,-0.0263(****),-0.0004(),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(*),-0.0000(),0.0000(),True,True,0.008415165511517775,142341
Model 341,--,--,--,0.4842(****),--,-0.1247(****),0.0601(****),--,-0.0008(****),0.0001(**),-0.0002(**),-0.0001(***),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,False,0.012040290347845373,142341
Model 342,--,--,--,0.0162(),--,-0.1316(****),-0.0036(),--,-0.0006(**),0.0001(*),-0.0001(*),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,False,0.015970187250317514,142341
Model 343,--,--,--,0.5143(****),--,-0.1265(****),0.0924(****),--,-0.0004(*),0.0002(****),-0.0001(*),-0.0000(**),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.011052672924514617,142341
Model 344,--,--,--,0.0150(),--,-0.1322(****),0.0232(*),--,-0.0004(),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(*),-0.0000(),-0.0001(****),True,True,0.014116110616415822,142341
