dependents:d5
,freshness_DIV,c5_DIV,d5_DIV,subject_DIV,variety,balance,disparsity,impact_diversity,teamsize,age_mean,age_std,pnum_mean,pnum_std,cn_mean,cn_std,rank_mean,rank_std,num_of_refs,journal fixed,Year fixed,R2,# of Smaples
Model 784,-0.0692(****),--,--,0.0393(),--,-0.1069(****),0.0685(****),-0.0148(****),-0.0003(),0.0001(****),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,True,0.028045481783623094,142341
Model 785,-0.0708(****),--,--,--,0.0049(),-0.0818(****),0.1279(****),-0.0156(****),-0.0005(*),0.0002(****),-0.0002(**),-0.0000(),0.0000(),-0.0000(*),0.0000(*),0.0000(****),-0.0000(***),-0.0001(****),False,False,0.027031129037361157,142341
Model 786,-0.0673(****),--,--,--,-0.1070(****),-0.0999(****),0.0864(****),-0.0156(****),-0.0003(),0.0001(****),-0.0001(),0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0000(****),True,False,0.030809759223255018,142341
Model 787,-0.0726(****),--,--,--,-0.0008(),-0.0819(****),0.1455(****),-0.0126(****),-0.0004(),0.0002(****),-0.0001(**),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,True,0.025597654173695972,142341
Model 788,-0.0695(****),--,--,--,-0.1242(****),-0.0998(****),0.1004(****),-0.0120(****),-0.0003(),0.0001(****),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(****),True,True,0.02870860894413152,142341
Model 789,--,-0.0437(****),-0.0053(****),3.7158(****),-0.7025(****),-0.1645(****),--,--,-0.0004(),0.0001(****),-0.0001(),-0.0000(*),0.0000(),-0.0000(**),0.0000(),0.0000(****),-0.0000(*),-0.0000(**),False,False,0.04012385081489156,142341
Model 790,--,-0.0366(****),-0.0092(****),3.5672(****),-0.8020(****),-0.1805(****),--,--,-0.0003(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),0.0000(),True,False,0.04038064316078993,142341
Model 791,--,-0.0424(****),-0.0051(****),3.6566(****),-0.6882(****),-0.1621(****),--,--,-0.0003(),0.0001(****),-0.0001(),-0.0000(*),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0000(***),False,True,0.03667686496661349,142341
Model 792,--,-0.0350(****),-0.0093(****),3.5581(****),-0.8046(****),-0.1800(****),--,--,-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.03691088994633174,142341
Model 793,--,-0.0503(****),-0.0044(****),0.1003(),-0.0192(),--,0.0952(****),--,-0.0007(***),0.0001(****),-0.0001(*),-0.0000(*),0.0000(*),-0.0000(**),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,False,0.03189432854897556,142341
Model 794,--,-0.0436(****),-0.0092(****),-0.3514(***),-0.0245(),--,0.0475(****),--,-0.0005(*),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),0.0000(),True,False,0.030523811285206426,142341
Model 795,--,-0.0486(****),-0.0045(****),0.0665(),-0.0106(),--,0.1111(****),--,-0.0005(**),0.0001(****),-0.0001(*),-0.0000(*),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,True,0.02885372710164391,142341
Model 796,--,-0.0419(****),-0.0095(****),-0.3599(***),-0.0299(),--,0.0632(****),--,-0.0004(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(*),True,True,0.027141016631502035,142341
Model 797,--,-0.0478(****),-0.0046(****),0.1728(),0.0329(),--,--,-0.0108(****),-0.0007(***),0.0001(****),-0.0001(*),-0.0000(*),0.0000(*),-0.0000(**),0.0000(),0.0000(****),-0.0000(**),-0.0000(***),False,False,0.03183305789819424,142341
Model 798,--,-0.0411(****),-0.0093(****),-0.2568(**),0.0062(),--,--,-0.0141(****),-0.0005(*),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0000(),True,False,0.031184188194900875,142341
Model 799,--,-0.0464(****),-0.0047(****),0.1169(),0.0495(),--,--,-0.0094(****),-0.0005(**),0.0002(****),-0.0001(*),-0.0000(*),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0000(****),False,True,0.028459960023301645,142341
Model 800,--,-0.0397(****),-0.0096(****),-0.2965(**),0.0086(),--,--,-0.0120(****),-0.0004(),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.027478748277567022,142341
Model 801,--,-0.0482(****),-0.0053(****),0.7926(****),--,-0.1094(****),0.1241(****),--,-0.0007(***),0.0001(***),-0.0001(*),-0.0000(*),0.0000(*),-0.0000(**),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.038124052395187014,142341
Model 802,--,-0.0415(****),-0.0091(****),0.3504(****),--,-0.1135(****),0.0681(****),--,-0.0006(**),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,False,0.036879811838973486,142341
Model 803,--,-0.0462(****),-0.0056(****),0.7966(****),--,-0.1106(****),0.1440(****),--,-0.0004(*),0.0001(****),-0.0001(*),-0.0000(*),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.035220789606995706,142341
Model 804,--,-0.0394(****),-0.0097(****),0.3299(****),--,-0.1143(****),0.0855(****),--,-0.0004(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,True,0.0336075955220948,142341
Model 805,--,-0.0464(****),-0.0053(****),0.9731(****),--,-0.1025(****),--,-0.0049(****),-0.0006(**),0.0001(***),-0.0001(*),-0.0000(*),0.0000(*),-0.0000(**),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.03719866512989256,142341
Model 806,--,-0.0397(****),-0.0091(****),0.4678(****),--,-0.1082(****),--,-0.0077(****),-0.0005(**),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,False,0.036825502606860794,142341
Model 807,--,-0.0447(****),-0.0055(****),0.9831(****),--,-0.1033(****),--,-0.0037(**),-0.0004(*),0.0001(****),-0.0001(),-0.0000(*),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.033909778395228685,142341
Model 808,--,-0.0380(****),-0.0096(****),0.4458(****),--,-0.1094(****),--,-0.0055(****),-0.0004(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,True,0.0332774710415622,142341
Model 809,--,-0.0484(****),-0.0046(****),0.1430(***),--,--,0.1050(****),-0.0123(****),-0.0007(***),0.0001(****),-0.0001(*),-0.0000(*),0.0000(*),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0000(**),False,False,0.03255777581418562,142341
Model 810,--,-0.0416(****),-0.0093(****),-0.2968(****),--,--,0.0639(****),-0.0153(****),-0.0005(**),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0000(),True,False,0.03143073947173658,142341
Model 811,--,-0.0469(****),-0.0047(****),0.1263(**),--,--,0.1206(****),-0.0111(****),-0.0005(**),0.0002(****),-0.0001(*),-0.0000(*),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0000(***),False,True,0.029394737195261977,142341
Model 812,--,-0.0401(****),-0.0096(****),-0.3397(****),--,--,0.0762(****),-0.0134(****),-0.0004(*),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.0278279447729739,142341
Model 813,--,-0.0479(****),-0.0048(****),--,0.0831(****),-0.0823(****),0.1417(****),--,-0.0007(***),0.0001(***),-0.0001(*),-0.0000(**),0.0000(*),-0.0000(**),0.0000(),0.0000(****),-0.0000(**),-0.0000(****),False,False,0.03650858020518999,142341
Model 814,--,-0.0404(****),-0.0090(****),--,-0.0375(**),-0.0987(****),0.0924(****),--,-0.0005(**),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0000(),True,False,0.036617788218916814,142341
Model 815,--,-0.0459(****),-0.0052(****),--,0.0871(****),-0.0836(****),0.1600(****),--,-0.0005(*),0.0002(****),-0.0001(*),-0.0000(*),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0000(****),False,True,0.03360768533264957,142341
Model 816,--,-0.0384(****),-0.0095(****),--,-0.0424(***),-0.0999(****),0.1097(****),--,-0.0004(),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(),True,True,0.03339735703677682,142341
Model 817,--,-0.0575(****),-0.0082(****),--,0.1897(****),-0.1085(****),--,-0.0152(****),-0.0009(***),0.0001(****),-0.0002(**),-0.0000(**),0.0000(*),-0.0000(*),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,False,0.053511631495226974,143508
Model 818,--,-0.0473(****),-0.0129(****),--,0.0099(),-0.1304(****),--,-0.0180(****),-0.0006(*),0.0001(**),-0.0001(),-0.0000(),0.0000(*),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(***),True,False,0.05505522044059141,143508
Model 819,--,-0.0547(****),-0.0087(****),--,0.2016(****),-0.1088(****),--,-0.0139(****),-0.0005(*),0.0002(****),-0.0002(*),-0.0000(*),0.0000(*),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.04732198571844659,143508
Model 820,--,-0.0447(****),-0.0137(****),--,0.0049(),-0.1314(****),--,-0.0151(****),-0.0003(),0.0002(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(),True,True,0.04868173858598979,143508
Model 821,--,-0.0484(****),-0.0046(****),--,0.0307(**),--,0.1059(****),-0.0119(****),-0.0007(***),0.0001(****),-0.0001(*),-0.0000(*),0.0000(*),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0000(**),False,False,0.032522875133547346,142341
Model 822,--,-0.0415(****),-0.0093(****),--,-0.0796(****),--,0.0691(****),-0.0156(****),-0.0005(*),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),0.0000(),True,False,0.03141525505460985,142341
Model 823,--,-0.0469(****),-0.0047(****),--,0.0292(*),--,0.1208(****),-0.0108(****),-0.0006(**),0.0002(****),-0.0001(*),-0.0000(*),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0000(**),False,True,0.02937287261696553,142341
Model 824,--,-0.0401(****),-0.0096(****),--,-0.0911(****),--,0.0816(****),-0.0138(****),-0.0004(),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.02780481827064052,142341
Model 825,--,-0.0466(****),-0.0045(****),--,--,-0.0743(****),0.1726(****),-0.0034(**),-0.0007(***),0.0001(****),-0.0001(**),-0.0000(**),0.0000(*),-0.0000(**),0.0000(),0.0000(****),-0.0000(**),-0.0000(),False,False,0.03620831365284549,142341
Model 826,--,-0.0398(****),-0.0091(****),--,--,-0.0957(****),0.0928(****),-0.0076(****),-0.0006(**),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0000(****),True,False,0.0367792772020884,142341
Model 827,--,-0.0448(****),-0.0048(****),--,--,-0.0758(****),0.1896(****),-0.0023(),-0.0005(**),0.0002(****),-0.0001(*),-0.0000(*),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0000(),False,True,0.03324577071726087,142341
Model 828,--,-0.0381(****),-0.0096(****),--,--,-0.0985(****),0.1061(****),-0.0056(****),-0.0004(*),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(**),True,True,0.0334421991625804,142341
Model 829,--,-0.0460(****),--,4.5247(****),-0.9857(****),-0.1955(****),0.2338(****),--,-0.0003(),0.0001(***),-0.0001(*),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(****),-0.0000(*),0.0000(),False,False,0.042822736910625214,142341
Model 830,--,-0.0406(****),--,4.1542(****),-0.9958(****),-0.2019(****),0.1757(****),--,-0.0003(),0.0001(**),-0.0001(),0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),0.0000(***),True,False,0.04079048879694591,142341
Model 831,--,-0.0445(****),--,4.5070(****),-0.9848(****),-0.1947(****),0.2468(****),--,-0.0002(),0.0001(***),-0.0001(),-0.0000(*),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),0.0000(),False,True,0.03977450285092865,142341
Model 832,--,-0.0390(****),--,4.2186(****),-1.0216(****),-0.2032(****),0.1902(****),--,-0.0002(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(****),True,True,0.03759999023134275,142341
Model 833,--,-0.0452(****),--,3.6761(****),-0.6964(****),-0.1618(****),--,-0.0018(),-0.0003(),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(****),-0.0000(*),-0.0000(*),False,False,0.039674677188277,142341
Model 834,--,-0.0395(****),--,3.5203(****),-0.7864(****),-0.1781(****),--,-0.0030(*),-0.0002(),0.0001(**),-0.0001(),0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),0.0000(*),True,False,0.03915510634705377,142341
Model 835,--,-0.0440(****),--,3.6522(****),-0.6946(****),-0.1609(****),--,-0.0003(),-0.0002(),0.0001(***),-0.0001(),-0.0000(*),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0000(**),False,True,0.03625282069176439,142341
Model 836,--,-0.0382(****),--,3.5693(****),-0.8095(****),-0.1798(****),--,-0.0007(),-0.0002(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(*),True,True,0.035639533885698516,142341
Model 837,--,-0.0498(****),--,0.2417(*),-0.0361(),--,0.1082(****),-0.0121(****),-0.0006(**),0.0001(****),-0.0001(*),-0.0000(),0.0000(*),-0.0000(**),0.0000(),0.0000(****),-0.0000(**),-0.0000(),False,False,0.032220268728341495,142341
Model 838,--,-0.0448(****),--,-0.2159(*),-0.0283(),--,0.0666(****),-0.0151(****),-0.0004(*),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(*),-0.0000(),0.0000(),True,False,0.030158929858210892,142341
Model 839,--,-0.0484(****),--,0.1987(*),-0.0286(),--,0.1217(****),-0.0108(****),-0.0005(*),0.0001(****),-0.0001(*),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0000(*),False,True,0.029040210131196176,142341
Model 840,--,-0.0436(****),--,-0.2200(*),-0.0406(),--,0.0777(****),-0.0132(****),-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(*),True,True,0.02648723354259319,142341
Model 841,--,-0.0490(****),--,0.7988(****),--,-0.1052(****),0.1290(****),-0.0063(****),-0.0006(**),0.0001(***),-0.0001(*),-0.0000(),0.0000(*),-0.0000(**),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,False,0.03783548187967534,142341
Model 842,--,-0.0435(****),--,0.3947(****),--,-0.1099(****),0.0785(****),-0.0089(****),-0.0005(*),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(*),-0.0000(),-0.0001(****),True,False,0.03596456546165183,142341
Model 843,--,-0.0473(****),--,0.7913(****),--,-0.1065(****),0.1465(****),-0.0051(****),-0.0004(*),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.03481680973117829,142341
Model 844,--,-0.0421(****),--,0.3575(****),--,-0.1110(****),0.0910(****),-0.0068(****),-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(*),-0.0000(),-0.0001(****),True,True,0.032423865697571386,142341
Model 845,--,-0.0487(****),--,--,0.0844(****),-0.0790(****),0.1450(****),-0.0047(***),-0.0007(***),0.0001(****),-0.0001(*),-0.0000(*),0.0000(*),-0.0000(**),0.0000(),0.0000(****),-0.0000(**),-0.0000(****),False,False,0.03622230059888698,142341
Model 846,--,-0.0427(****),--,--,-0.0271(*),-0.0953(****),0.0991(****),-0.0069(****),-0.0005(*),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0000(),True,False,0.035594214411820535,142341
Model 847,--,-0.0471(****),--,--,0.0849(****),-0.0806(****),0.1615(****),-0.0036(**),-0.0005(*),0.0002(****),-0.0001(*),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0000(****),False,True,0.03323128599535907,142341
Model 848,--,-0.0413(****),--,--,-0.0378(**),-0.0971(****),0.1125(****),-0.0048(***),-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.03215240756485005,142341
Model 849,--,--,-0.0134(****),5.5681(****),-1.3013(****),-0.2403(****),0.2176(****),--,-0.0006(**),0.0001(**),-0.0002(**),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(),-0.0000(),False,False,0.024872849327749136,142341
Model 850,--,--,-0.0171(****),4.9517(****),-1.2657(****),-0.2384(****),0.1499(****),--,-0.0005(**),0.0001(*),-0.0001(*),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),0.0000(),True,False,0.029650930379169438,142341
Model 851,--,--,-0.0134(****),5.3786(****),-1.2473(****),-0.2363(****),0.2378(****),--,-0.0003(),0.0001(****),-0.0001(*),-0.0001(****),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(),-0.0000(),False,True,0.023122663679141398,142341
Model 852,--,--,-0.0171(****),4.8669(****),-1.2456(****),-0.2368(****),0.1716(****),--,-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(*),True,True,0.027692071148711972,142341
Model 853,--,--,-0.0131(****),4.6474(****),-0.9747(****),-0.1966(****),--,-0.0147(****),-0.0006(**),0.0001(***),-0.0001(**),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0000(****),False,False,0.023101551746923854,142341
Model 854,--,--,-0.0167(****),4.2770(****),-1.0307(****),-0.2075(****),--,-0.0130(****),-0.0005(*),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0000(*),True,False,0.029093391647851963,142341
Model 855,--,--,-0.0130(****),4.4273(****),-0.9122(****),-0.1922(****),--,-0.0130(****),-0.0004(),0.0002(****),-0.0001(*),-0.0000(***),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0001(****),False,True,0.02060536301478988,142341
Model 856,--,--,-0.0168(****),4.1684(****),-1.0064(****),-0.2065(****),--,-0.0099(****),-0.0003(),0.0001(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(),True,True,0.026479080596180538,142341
Model 857,--,--,-0.0132(****),0.4626(****),-0.1554(****),--,0.0738(****),-0.0283(****),-0.0011(****),0.0001(****),-0.0002(***),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.01109577872715084,142341
Model 858,--,--,-0.0180(****),-0.1052(),-0.1375(****),--,0.0292(**),-0.0281(****),-0.0007(***),0.0001(***),-0.0001(*),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0000(***),True,False,0.016300509478521574,142341
Model 859,--,--,-0.0135(****),0.2908(**),-0.1020(***),--,0.0966(****),-0.0267(****),-0.0007(***),0.0002(****),-0.0001(**),-0.0000(***),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0000(****),False,True,0.009364776145993847,142341
Model 860,--,--,-0.0183(****),-0.2157(*),-0.1139(****),--,0.0479(****),-0.0254(****),-0.0005(*),0.0002(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(),True,True,0.013814342355690234,142341
Model 861,--,--,-0.0140(****),0.7094(****),--,-0.1157(****),0.0872(****),-0.0214(****),-0.0011(****),0.0001(***),-0.0002(***),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,False,0.01768294560953687,142341
Model 862,--,--,-0.0175(****),0.2109(****),--,-0.1181(****),0.0333(**),-0.0209(****),-0.0008(****),0.0001(**),-0.0001(*),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,False,0.02285564847456023,142341
Model 863,--,--,-0.0144(****),0.7422(****),--,-0.1196(****),0.1201(****),-0.0198(****),-0.0006(**),0.0002(****),-0.0001(*),-0.0000(***),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.016565785916836218,142341
Model 864,--,--,-0.0181(****),0.1989(***),--,-0.1211(****),0.0578(****),-0.0180(****),-0.0005(*),0.0002(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(*),-0.0000(),-0.0001(****),True,True,0.0208078816318924,142341
Model 865,--,--,-0.0133(****),--,0.0314(**),-0.0899(****),0.1150(****),-0.0191(****),-0.0011(****),0.0001(****),-0.0002(***),-0.0001(****),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.016185532859688267,142341
Model 866,--,--,-0.0172(****),--,-0.0984(****),-0.1065(****),0.0660(****),-0.0180(****),-0.0008(****),0.0001(***),-0.0001(*),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0001(****),True,False,0.023158035761885243,142341
Model 867,--,--,-0.0138(****),--,0.0480(****),-0.0933(****),0.1433(****),-0.0177(****),-0.0007(**),0.0002(****),-0.0002(**),-0.0001(***),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.014980494829135105,142341
Model 868,--,--,-0.0177(****),--,-0.0978(****),-0.1098(****),0.0888(****),-0.0150(****),-0.0005(*),0.0002(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(**),True,True,0.021116837870848504,142341
Model 869,--,--,--,5.4765(****),-1.2742(****),-0.2272(****),0.2257(****),-0.0173(****),-0.0005(*),0.0001(***),-0.0001(**),-0.0000(**),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0000(),False,False,0.02306577257656306,142341
Model 870,--,--,--,4.9132(****),-1.2421(****),-0.2312(****),0.1601(****),-0.0163(****),-0.0004(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),0.0000(),True,False,0.02606379900340161,142341
Model 871,--,--,--,5.3431(****),-1.2401(****),-0.2254(****),0.2429(****),-0.0153(****),-0.0003(),0.0001(****),-0.0001(*),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,True,0.02107354766113778,142341
Model 872,--,--,--,4.9115(****),-1.2513(****),-0.2328(****),0.1767(****),-0.0132(****),-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),0.0000(**),True,True,0.023720893719939684,142341
Model 873,-0.0565(****),-0.0406(****),-0.0053(****),3.0641(****),-0.5546(****),-0.1413(****),--,--,-0.0001(),0.0002(****),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0000(****),False,False,0.04874610640465726,142341
Model 874,-0.0551(****),-0.0340(****),-0.0089(****),2.9285(****),-0.6496(****),-0.1561(****),--,--,-0.0001(),0.0001(***),-0.0000(),0.0000(),0.0000(),-0.0000(**),0.0000(),0.0000(),-0.0000(),-0.0000(),True,False,0.048472214165463545,142341
Model 875,-0.0602(****),-0.0396(****),-0.0043(****),3.1297(****),-0.5818(****),-0.1390(****),--,--,-0.0002(),0.0001(***),-0.0001(*),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.046107805278106095,142341
Model 876,-0.0582(****),-0.0328(****),-0.0082(****),3.0340(****),-0.6877(****),-0.1557(****),--,--,-0.0002(),0.0001(**),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(*),True,True,0.045593151108320185,142341
Model 877,-0.0640(****),-0.0459(****),-0.0046(****),-0.0460(),0.0208(),--,0.1116(****),--,-0.0003(),0.0002(****),-0.0001(*),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(*),-0.0000(***),False,False,0.04316638109076931,142341
Model 878,-0.0635(****),-0.0398(****),-0.0089(****),-0.4495(****),0.0101(),--,0.0740(****),--,-0.0002(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(),True,False,0.04148681932792453,142341
Model 879,-0.0675(****),-0.0446(****),-0.0037(****),0.0628(),-0.0172(),--,0.1251(****),--,-0.0004(*),0.0001(****),-0.0001(*),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0000(****),False,True,0.04089089454493855,142341
Model 880,-0.0666(****),-0.0386(****),-0.0082(****),-0.3288(***),-0.0351(),--,0.0880(****),--,-0.0003(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(),True,True,0.03871402612002983,142341
Model 881,-0.0626(****),-0.0440(****),-0.0047(****),-0.0205(),0.0830(**),--,--,-0.0070(****),-0.0003(),0.0002(****),-0.0001(*),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(****),-0.0000(**),-0.0000(****),False,False,0.04258702607375564,142341
Model 882,-0.0619(****),-0.0377(****),-0.0089(****),-0.4095(****),0.0543(*),--,--,-0.0102(****),-0.0002(),0.0001(****),-0.0001(),0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(),-0.0000(*),True,False,0.04158333491846522,142341
Model 883,-0.0663(****),-0.0433(****),-0.0038(****),0.0545(),0.0513(),--,--,-0.0042(***),-0.0004(),0.0001(****),-0.0001(*),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.03996997215497877,142341
Model 884,-0.0651(****),-0.0369(****),-0.0082(****),-0.3270(***),0.0159(),--,--,-0.0073(****),-0.0003(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(**),True,True,0.0384730516485694,142341
