dependents:c2
,freshness_DIV,c2_DIV,d2_DIV,subject_DIV,variety,balance,disparsity,impact_diversity,teamsize,age_mean,age_std,pnum_mean,pnum_std,cn_mean,cn_std,rank_mean,rank_std,num_of_refs,journal fixed,Year fixed,R2,# of Smaples
Model 294,--,--,-0.9347(****),-9.5689(),--,1.4815(*),--,--,0.4773(****),0.0844(****),-0.0946(****),-0.0046(*),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0870(****),True,False,0.07628862822108395,159558
Model 295,--,--,-0.9978(****),-83.7028(****),--,2.0285(**),--,--,0.1527(****),0.0870(****),-0.1700(****),-0.0153(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0756(****),False,True,0.05943007179986903,159558
Model 296,--,--,-0.6231(****),-31.0195(***),--,3.0329(****),--,--,0.3636(****),0.0655(****),-0.1099(****),-0.0124(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0755(****),True,True,0.04615874981487322,159558
Model 297,--,--,-1.4411(****),-57.8763(****),--,--,6.6429(***),--,0.3328(****),0.1220(****),-0.1489(****),-0.0049(*),0.0003(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0869(****),False,False,0.090283728210797,159558
Model 298,--,--,-0.9370(****),-4.6955(),--,--,4.4770(*),--,0.4741(****),0.0842(****),-0.0950(****),-0.0047(*),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0860(****),True,False,0.07629185560449037,159558
Model 299,--,--,-1.0092(****),-68.6103(****),--,--,-0.3450(),--,0.1543(****),0.0869(****),-0.1698(****),-0.0152(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0745(****),False,True,0.05938132610630997,159558
Model 300,--,--,-0.6179(****),-12.0275(),--,--,1.8786(),--,0.3630(****),0.0656(****),-0.1099(****),-0.0124(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0738(****),True,True,0.04605439080079998,159558
Model 301,--,--,-1.4477(****),-59.8086(****),--,--,--,1.0965(****),0.3410(****),0.1216(****),-0.1487(****),-0.0049(*),0.0003(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0878(****),False,False,0.09034696930391606,159558
Model 302,--,--,-0.9821(****),-24.6919(**),--,--,--,2.2479(****),0.4806(****),0.0823(****),-0.0956(****),-0.0045(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0882(****),True,False,0.07676769938865913,159558
Model 303,--,--,-1.0236(****),-86.6442(****),--,--,--,1.6680(****),0.1573(****),0.0857(****),-0.1701(****),-0.0157(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0757(****),False,True,0.059679747980790565,159558
Model 304,--,--,-0.6675(****),-38.6327(****),--,--,--,2.6077(****),0.3677(****),0.0638(****),-0.1103(****),-0.0125(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0763(****),True,True,0.04673601194318211,159558
Model 305,--,--,-1.4380(****),--,-2.3520(),-1.8080(**),--,--,0.3392(****),0.1197(****),-0.1462(****),-0.0046(),0.0002(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0829(****),False,False,0.09059207761191168,160738
Model 306,--,--,-0.9352(****),--,4.0417(),0.9305(),--,--,0.4741(****),0.0827(****),-0.0940(****),-0.0046(*),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0839(****),True,False,0.07683267008843375,160738
Model 307,--,--,-0.9875(****),--,-15.6224(****),-0.1222(),--,--,0.1577(****),0.0846(****),-0.1680(****),-0.0151(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0747(****),False,True,0.059235599307570164,160738
Model 308,--,--,-0.6159(****),--,-4.0317(),2.1106(***),--,--,0.3632(****),0.0640(****),-0.1091(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0743(****),True,True,0.04621730973513616,160738
Model 309,--,--,-1.4840(****),--,-6.7707(**),--,3.3717(),--,0.3373(****),0.1212(****),-0.1480(****),-0.0047(*),0.0002(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0839(****),False,False,0.08999036760297419,159558
Model 310,--,--,-0.9527(****),--,3.4424(),--,2.8775(),--,0.4730(****),0.0839(****),-0.0950(****),-0.0047(*),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0838(****),True,False,0.0763042598834518,159558
Model 311,--,--,-1.0098(****),--,-15.7517(****),--,-0.8961(),--,0.1574(****),0.0862(****),-0.1694(****),-0.0152(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0747(****),False,True,0.05920429304747199,159558
Model 312,--,--,-0.6186(****),--,-2.8172(),--,1.9173(),--,0.3633(****),0.0655(****),-0.1099(****),-0.0124(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0739(****),True,True,0.046050503567475864,159558
Model 313,--,--,-1.4624(****),--,-7.0204(***),--,--,0.8225(***),0.3427(****),0.1191(****),-0.1464(****),-0.0046(),0.0001(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0845(****),False,False,0.09061367575833335,160738
Model 314,--,--,-0.9956(****),--,-1.2257(),--,--,2.0559(****),0.4786(****),0.0809(****),-0.0948(****),-0.0045(),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0861(****),True,False,0.07726471113181965,160738
Model 315,--,--,-1.0106(****),--,-20.0941(****),--,--,1.5114(****),0.1608(****),0.0834(****),-0.1682(****),-0.0155(****),0.0021(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0762(****),False,True,0.059494291311005254,160738
Model 316,--,--,-0.6689(****),--,-9.2870(****),--,--,2.5270(****),0.3680(****),0.0624(****),-0.1095(****),-0.0125(****),0.0046(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0767(****),True,True,0.04682273304549289,160738
Model 317,--,--,-1.5087(****),--,--,-2.9367(****),3.3947(),--,0.3351(****),0.1206(****),-0.1480(****),-0.0048(*),0.0002(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0809(****),False,False,0.09006753373892007,159558
Model 318,--,--,-0.9496(****),--,--,0.8148(),3.4866(),--,0.4746(****),0.0840(****),-0.0949(****),-0.0047(*),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0854(****),True,False,0.07630012554311894,159558
Model 319,--,--,-1.1023(****),--,--,-1.6011(**),-5.9808(**),--,0.1603(****),0.0857(****),-0.1681(****),-0.0149(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0673(****),False,True,0.05890317199976203,159558
Model 320,--,--,-0.6447(****),--,--,1.7199(**),-0.3880(),--,0.3632(****),0.0652(****),-0.1097(****),-0.0124(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0724(****),True,True,0.046088154834101,159558
Model 321,--,--,-1.4865(****),--,--,-2.9963(****),--,0.9834(****),0.3413(****),0.1184(****),-0.1464(****),-0.0047(*),0.0001(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0813(****),False,False,0.09068911846635164,160738
Model 322,--,--,-0.9925(****),--,--,-0.6648(),--,2.1033(****),0.4780(****),0.0808(****),-0.0949(****),-0.0045(),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0855(****),True,False,0.07726970353574036,160738
Model 323,--,--,-1.1338(****),--,--,-2.9142(****),--,1.1575(****),0.1626(****),0.0832(****),-0.1667(****),-0.0151(****),0.0020(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0664(****),False,True,0.05902601038593913,160738
Model 324,--,--,-0.7046(****),--,--,-0.2391(),--,2.2210(****),0.3657(****),0.0624(****),-0.1094(****),-0.0125(****),0.0046(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0720(****),True,True,0.0467111464662322,160738
Model 325,--,--,-1.5330(****),--,--,--,-0.5916(),0.4393(),0.3386(****),0.1201(****),-0.1476(****),-0.0047(*),0.0001(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0805(****),False,False,0.08995052725369845,159558
Model 326,--,--,-1.0014(****),--,--,--,-0.3365(),2.0060(****),0.4791(****),0.0820(****),-0.0955(****),-0.0045(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0855(****),True,False,0.07671292312278721,159558
Model 327,--,--,-1.1256(****),--,--,--,-9.6894(****),0.9763(****),0.1630(****),0.0846(****),-0.1678(****),-0.0152(****),0.0020(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0668(****),False,True,0.058969294789010696,159558
Model 328,--,--,-0.6906(****),--,--,--,-3.9643(*),2.3290(****),0.3676(****),0.0635(****),-0.1099(****),-0.0125(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0725(****),True,True,0.04661983313376228,159558
Model 329,--,--,--,-358.3186(****),75.1284(****),6.4582(****),--,--,0.3294(****),0.1209(****),-0.1493(****),-0.0039(),0.0007(),0.0005(****),0.0001(****),-0.0002(****),0.0007(****),0.0811(****),False,False,0.09018338355878797,159558
Model 330,--,--,--,-210.3448(****),49.1561(****),5.6109(****),--,--,0.4717(****),0.0842(****),-0.0956(****),-0.0045(),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(***),0.0831(****),True,False,0.0762947582404242,159558
Model 331,--,--,--,-208.6921(****),29.3787(****),4.7396(****),--,--,0.1567(****),0.0866(****),-0.1698(****),-0.0145(****),0.0025(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0739(****),False,True,0.05912251102236077,159558
Model 332,--,--,--,-119.9836(****),21.6331(***),4.8162(****),--,--,0.3638(****),0.0656(****),-0.1100(****),-0.0122(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0741(****),True,True,0.04606568619044227,159558
Model 333,--,--,--,-217.7165(****),46.5764(****),--,1.6904(),--,0.3402(****),0.1207(****),-0.1484(****),-0.0038(),0.0006(),0.0005(****),0.0001(****),-0.0002(****),0.0007(****),0.0813(****),False,False,0.08988561899084646,159558
Model 334,--,--,--,-89.5132(****),24.6361(****),--,1.5278(),--,0.4759(****),0.0840(****),-0.0952(****),-0.0044(),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0832(****),True,False,0.0760686072452792,159558
Model 335,--,--,--,-105.6411(****),9.6359(),--,-1.7393(),--,0.1632(****),0.0859(****),-0.1693(****),-0.0145(****),0.0025(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0736(****),False,True,0.05895835271523753,159558
Model 336,--,--,--,-15.4027(),0.2470(),--,1.4101(),--,0.3658(****),0.0652(****),-0.1099(****),-0.0122(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0741(****),True,True,0.04589357893075874,159558
Model 337,--,--,--,-228.9488(****),47.4397(****),--,--,0.9996(****),0.3446(****),0.1200(****),-0.1485(****),-0.0038(),0.0006(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0820(****),False,False,0.08998719857234438,159558
Model 338,--,--,--,-110.3404(****),24.2010(****),--,--,2.1153(****),0.4812(****),0.0822(****),-0.0958(****),-0.0042(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0854(****),True,False,0.07651263733241798,159558
Model 339,--,--,--,-120.1750(****),8.1103(),--,--,1.6273(****),0.1660(****),0.0847(****),-0.1695(****),-0.0149(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0751(****),False,True,0.0592382968153945,159558
Model 340,--,--,--,-39.1570(*),-0.6437(),--,--,2.5508(****),0.3707(****),0.0635(****),-0.1103(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0767(****),True,True,0.04654843597495972,159558
Model 341,--,--,--,-63.9999(****),--,-0.2790(),6.1311(**),--,0.3544(****),0.1214(****),-0.1476(****),-0.0035(),0.0005(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0878(****),False,False,0.08940961686990856,159558
Model 342,--,--,--,-16.7621(),--,1.2262(),3.6515(),--,0.4838(****),0.0843(****),-0.0945(****),-0.0041(),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0876(****),True,False,0.07594983935787358,159558
Model 343,--,--,--,-89.7612(****),--,2.3148(**),-1.6961(),--,0.1624(****),0.0858(****),-0.1695(****),-0.0146(****),0.0025(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0762(****),False,True,0.0590007253809246,159558
Model 344,--,--,--,-34.3047(***),--,2.9403(****),0.6867(),--,0.3663(****),0.0652(****),-0.1099(****),-0.0122(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0758(****),True,True,0.04599567217885292,159558
Model 345,--,--,--,-63.8729(****),--,-0.6057(),--,1.0472(****),0.3623(****),0.1209(****),-0.1473(****),-0.0035(),0.0005(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0885(****),False,False,0.08946821201910893,159558
Model 346,--,--,--,-29.4943(**),--,0.1870(),--,2.1399(****),0.4894(****),0.0824(****),-0.0951(****),-0.0040(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0892(****),True,False,0.07637399785072752,159558
Model 347,--,--,--,-102.3214(****),--,1.4417(*),--,1.5508(****),0.1656(****),0.0847(****),-0.1697(****),-0.0150(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0769(****),False,True,0.05924706656722922,159558
Model 348,--,--,--,-51.8483(****),--,1.6669(*),--,2.4460(****),0.3706(****),0.0635(****),-0.1103(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0774(****),True,True,0.04658032335663187,159558
Model 349,--,--,--,-74.3652(****),--,--,4.9718(*),0.9338(****),0.3585(****),0.1208(****),-0.1477(****),-0.0035(),0.0005(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0888(****),False,False,0.08949911451144688,159558
Model 350,--,--,--,-29.1025(***),--,--,0.7939(),2.1348(****),0.4889(****),0.0824(****),-0.0952(****),-0.0040(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0890(****),True,False,0.07637447699484268,159558
Model 351,--,--,--,-89.3325(****),--,--,-2.8017(),1.6765(****),0.1678(****),0.0845(****),-0.1695(****),-0.0150(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0761(****),False,True,0.059234371594215074,159558
Model 352,--,--,--,-39.2473(****),--,--,-2.1552(),2.5925(****),0.3711(****),0.0634(****),-0.1102(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0766(****),True,True,0.046554873899277704,159558
Model 353,--,--,--,--,-6.9308(**),-2.5580(****),4.5918(*),--,0.3588(****),0.1205(****),-0.1468(****),-0.0033(),0.0005(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0846(****),False,False,0.08916166915493007,159558
Model 354,--,--,--,--,2.0359(),0.4283(),2.1964(),--,0.4826(****),0.0839(****),-0.0945(****),-0.0042(),0.0027(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0849(****),True,False,0.07593557677931595,159558
Model 355,--,--,--,--,-17.4569(****),-0.2517(),-1.0811(),--,0.1673(****),0.0851(****),-0.1689(****),-0.0145(****),0.0024(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0754(****),False,True,0.05876295429984624,159558
Model 356,--,--,--,--,-5.2137(*),1.9125(**),0.6113(),--,0.3667(****),0.0649(****),-0.1098(****),-0.0122(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0748(****),True,True,0.04594522728457395,159558
Model 357,--,--,--,--,-7.0051(***),-2.6189(****),--,0.9731(****),0.3649(****),0.1184(****),-0.1452(****),-0.0032(),0.0004(),0.0004(****),0.0001(****),-0.0002(****),0.0008(****),0.0852(****),False,False,0.08981264720983195,160738
Model 358,--,--,--,--,-1.6934(),-0.8486(),--,2.0163(****),0.4873(****),0.0809(****),-0.0945(****),-0.0040(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0868(****),True,False,0.0768665746968592,160738
Model 359,--,--,--,--,-20.8988(****),-1.2484(*),--,1.5832(****),0.1712(****),0.0823(****),-0.1677(****),-0.0148(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0767(****),False,True,0.05907184575242608,160738
Model 360,--,--,--,--,-10.3333(****),0.1963(),--,2.4242(****),0.3709(****),0.0621(****),-0.1096(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0771(****),True,True,0.046633011308976235,160738
Model 361,--,--,--,--,-10.6663(****),--,2.3661(),0.5796(*),0.3633(****),0.1202(****),-0.1466(****),-0.0032(),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0861(****),False,False,0.08909992635593433,159558
Model 362,--,--,--,--,-2.1869(),--,-0.3222(),1.9487(****),0.4890(****),0.0822(****),-0.0950(****),-0.0040(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0871(****),True,False,0.07630798606903344,159558
Model 363,--,--,--,--,-21.1003(****),--,-2.8630(),1.4859(****),0.1710(****),0.0838(****),-0.1689(****),-0.0149(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0767(****),False,True,0.05899863221628132,159558
Model 364,--,--,--,--,-9.5494(****),--,-1.7570(),2.5226(****),0.3721(****),0.0632(****),-0.1101(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(****),0.0002(***),0.0771(****),True,True,0.04652635205682365,159558
Model 365,--,--,--,--,--,-3.6295(****),1.0986(),0.6832(**),0.3616(****),0.1191(****),-0.1464(****),-0.0033(),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0812(****),False,False,0.08914978291390996,159558
Model 366,--,--,--,--,--,-0.9278(),-0.4908(),1.9914(****),0.4878(****),0.0821(****),-0.0951(****),-0.0040(),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0861(****),True,False,0.07631480405896407,159558
Model 367,--,--,--,--,--,-2.5495(****),-8.7305(****),1.1693(****),0.1752(****),0.0833(****),-0.1673(****),-0.0144(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0670(****),False,True,0.058514017312040645,159558
Model 368,--,--,--,--,--,-0.1083(),-4.4765(*),2.2693(****),0.3707(****),0.0631(****),-0.1099(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(**),0.0726(****),True,True,0.046418901671230195,159558
Model 369,2.9060(****),1.5005(****),-1.6823(****),-63.3342(****),--,--,--,--,0.3033(****),0.1202(****),-0.1522(****),-0.0071(**),0.0005(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0857(****),False,False,0.09146371722935298,159558
Model 370,2.0902(****),0.8919(****),-1.1185(****),-12.0149(),--,--,--,--,0.4580(****),0.0832(****),-0.0968(****),-0.0057(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0853(****),True,False,0.07681257357243987,159558
Model 371,0.2084(),1.0052(****),-1.1738(****),-76.7551(****),--,--,--,--,0.1504(****),0.0878(****),-0.1710(****),-0.0157(****),0.0022(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0739(****),False,True,0.059654719705814374,159558
Model 372,0.0779(),0.6776(****),-0.7397(****),-16.7957(*),--,--,--,--,0.3622(****),0.0661(****),-0.1104(****),-0.0125(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0734(****),True,True,0.04617461212587015,159558
Model 373,2.8807(****),1.4062(****),-1.7141(****),--,-10.0620(****),--,--,--,0.3063(****),0.1178(****),-0.1502(****),-0.0068(**),0.0003(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0836(****),False,False,0.09177025835071861,160738
Model 374,2.0561(****),0.8257(****),-1.1305(****),--,0.7135(),--,--,--,0.4564(****),0.0817(****),-0.0962(****),-0.0057(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0836(****),True,False,0.07735353504959097,160738
Model 375,0.2803(),1.0151(****),-1.1660(****),--,-18.3199(****),--,--,--,0.1536(****),0.0856(****),-0.1693(****),-0.0156(****),0.0021(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0746(****),False,True,0.059528674172985685,160738
Model 376,0.1593(),0.6949(****),-0.7339(****),--,-4.0277(),--,--,--,0.3619(****),0.0647(****),-0.1097(****),-0.0125(****),0.0046(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0736(****),True,True,0.046280005093443655,160738
Model 377,3.0422(****),1.4177(****),-1.7484(****),--,--,-3.8917(****),--,--,0.3023(****),0.1168(****),-0.1502(****),-0.0069(**),0.0004(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0790(****),False,False,0.09188521706455755,160738
Model 378,2.0648(****),0.8389(****),-1.1292(****),--,--,-0.0300(),--,--,0.4567(****),0.0817(****),-0.0961(****),-0.0057(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0840(****),True,False,0.07735286600300517,160738
Model 379,0.4160(),0.8638(****),-1.2674(****),--,--,-2.5772(****),--,--,0.1562(****),0.0850(****),-0.1677(****),-0.0152(****),0.0020(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0657(****),False,True,0.05910075373014578,160738
Model 380,0.0347(),0.5714(****),-0.7488(****),--,--,1.3020(*),--,--,0.3614(****),0.0644(****),-0.1095(****),-0.0124(****),0.0046(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0714(****),True,True,0.046287161266643895,160738
Model 381,2.8891(****),1.3003(****),-1.7502(****),--,--,--,-3.6814(*),--,0.3071(****),0.1182(****),-0.1506(****),-0.0067(**),0.0003(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0786(****),False,False,0.09099678986084414,159558
Model 382,2.0630(****),0.8353(****),-1.1246(****),--,--,--,0.8316(),--,0.4574(****),0.0829(****),-0.0968(****),-0.0057(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0839(****),True,False,0.07679954758402519,159558
Model 383,0.2329(),0.8240(****),-1.2481(****),--,--,--,-9.1189(****),--,0.1575(****),0.0861(****),-0.1688(****),-0.0153(****),0.0020(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0661(****),False,True,0.0590484552820022,159558
Model 384,0.0591(),0.6182(****),-0.7472(****),--,--,--,-0.3363(),--,0.3622(****),0.0658(****),-0.1102(****),-0.0125(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0717(****),True,True,0.04614621775922512,159558
Model 385,2.8415(****),1.2687(****),-1.7589(****),--,--,--,--,-0.1996(),0.3029(****),0.1166(****),-0.1497(****),-0.0067(**),0.0003(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0781(****),False,False,0.09161187184327424,160738
Model 386,1.8273(****),0.6166(****),-1.1575(****),--,--,--,--,1.5789(****),0.4611(****),0.0801(****),-0.0965(****),-0.0055(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0838(****),True,False,0.07762899006628321,160738
Model 387,0.1449(),0.6751(****),-1.2750(****),--,--,--,--,0.4926(*),0.1575(****),0.0841(****),-0.1673(****),-0.0152(****),0.0018(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0647(****),False,True,0.059003023305797986,160738
Model 388,-0.2303(),0.3597(*),-0.7703(****),--,--,--,--,2.0915(****),0.3653(****),0.0627(****),-0.1097(****),-0.0125(****),0.0046(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0713(****),True,True,0.04674724820473852,160738
Model 389,2.7900(****),0.9712(****),--,-207.1286(****),40.7427(****),--,--,--,0.3176(****),0.1188(****),-0.1508(****),-0.0054(*),0.0008(),0.0005(****),0.0001(****),-0.0002(****),0.0007(****),0.0816(****),False,False,0.09069318373909518,159558
Model 390,1.9752(****),0.5441(***),--,-86.0439(****),21.3893(****),--,--,--,0.4635(****),0.0831(****),-0.0965(****),-0.0052(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(***),0.0835(****),True,False,0.07643039383293737,159558
Model 391,0.1117(),0.6959(****),--,-103.7486(****),6.5596(),--,--,--,0.1616(****),0.0864(****),-0.1701(****),-0.0147(****),0.0024(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0737(****),False,True,0.05908866358056253,159558
Model 392,-0.0173(),0.4815(**),--,-16.6794(),-0.4478(),--,--,--,0.3659(****),0.0655(****),-0.1102(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0740(****),True,True,0.04595590429703511,159558
Model 393,2.9547(****),1.1114(****),--,-63.1701(****),--,-0.9709(),--,--,0.3307(****),0.1194(****),-0.1500(****),-0.0053(*),0.0007(),0.0004(****),0.0001(****),-0.0002(****),0.0008(****),0.0868(****),False,False,0.09032423262146283,159558
Model 394,2.0191(****),0.5997(****),--,-18.5330(*),--,0.6631(),--,--,0.4705(****),0.0833(****),-0.0959(****),-0.0050(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0870(****),True,False,0.07632827375628726,159558
Model 395,0.0197(),0.6879(****),--,-95.8612(****),--,2.0075(**),--,--,0.1608(****),0.0863(****),-0.1703(****),-0.0148(****),0.0024(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0757(****),False,True,0.05912598475710651,159558
Model 396,-0.1500(),0.4390(**),--,-37.3384(****),--,2.8252(****),--,--,0.3663(****),0.0655(****),-0.1103(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0755(****),True,True,0.04604913655044629,159558
Model 397,2.8953(****),1.0772(****),--,-74.5485(****),--,--,3.2458(),--,0.3290(****),0.1194(****),-0.1502(****),-0.0052(*),0.0007(),0.0005(****),0.0001(****),-0.0002(****),0.0008(****),0.0874(****),False,False,0.09032849853736935,159558
Model 398,2.0249(****),0.5939(****),--,-15.9578(*),--,--,1.7261(),--,0.4692(****),0.0832(****),-0.0961(****),-0.0051(*),0.0028(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0866(****),True,False,0.07632742729451358,159558
Model 399,0.1224(),0.7230(****),--,-79.3203(****),--,--,-1.7749(),--,0.1627(****),0.0863(****),-0.1700(****),-0.0148(****),0.0024(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0745(****),False,True,0.059083353910349135,159558
Model 400,-0.0238(),0.4750(**),--,-18.9927(*),--,--,0.7375(),--,0.3657(****),0.0656(****),-0.1103(****),-0.0123(****),0.0047(),0.0004(****),0.0001(****),-0.0001(***),0.0002(***),0.0739(****),True,True,0.04595663258561011,159558
Model 401,2.8682(****),1.0506(****),--,-75.2564(****),--,--,--,0.5375(*),0.3334(****),0.1192(****),-0.1500(****),-0.0052(*),0.0007(),0.0004(****),0.0001(****),-0.0002(****),0.0008(****),0.0879(****),False,False,0.0903430819035923,159558
Model 402,1.8684(****),0.4440(**),--,-33.5877(****),--,--,--,1.9010(****),0.4756(****),0.0817(****),-0.0964(****),-0.0048(*),0.0029(),0.0004(****),0.0001(****),-0.0000(),0.0002(****),0.0886(****),True,False,0.07667434421462194,159558
Model 403,-0.1053(),0.5775(***),--,-96.3192(****),--,--,--,1.4998(****),0.1658(****),0.0851(****),-0.1702(****),-0.0151(****),0.0023(),0.0005(****),0.0001(****),-0.0003(****),0.0007(****),0.0757(****),False,True,0.05931154639839509,159558
