dependents:d2
,freshness_DIV,c2_DIV,d2_DIV,subject_DIV,variety,balance,disparsity,impact_diversity,teamsize,age_mean,age_std,pnum_mean,pnum_std,cn_mean,cn_std,rank_mean,rank_std,num_of_refs,journal fixed,Year fixed,R2,# of Smaples
Model 293,--,--,-0.0132(****),0.6187(****),--,-0.1278(****),--,--,-0.0007(***),0.0001(),-0.0002(**),-0.0000(***),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.011210984837245586,159558
Model 294,--,--,-0.0167(****),0.1012(),--,-0.1349(****),--,--,-0.0005(**),0.0000(),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(*),-0.0001(****),True,False,0.01559097448829927,159558
Model 295,--,--,-0.0133(****),0.6846(****),--,-0.1285(****),--,--,-0.0003(),0.0001(***),-0.0001(*),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0001(****),False,True,0.010422810193051357,159558
Model 296,--,--,-0.0170(****),0.1339(**),--,-0.1351(****),--,--,-0.0002(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),-0.0001(****),True,True,0.014568648740199697,159558
Model 297,--,--,-0.0126(****),-0.3566(****),--,--,0.0407(***),--,-0.0008(***),0.0001(*),-0.0002(**),-0.0000(***),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(****),False,False,0.004825867116269866,159558
Model 298,--,--,-0.0173(****),-0.8173(****),--,--,-0.0171(),--,-0.0005(*),0.0000(),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(),True,False,0.00883729258783017,159558
Model 299,--,--,-0.0127(****),-0.3397(****),--,--,0.0702(****),--,-0.0004(*),0.0001(***),-0.0002(**),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(),-0.0000(**),False,True,0.0041011124236309815,159558
Model 300,--,--,-0.0175(****),-0.8206(****),--,--,0.0086(),--,-0.0002(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.0077328056049635885,159558
Model 301,--,--,-0.0122(****),0.0021(),--,--,--,-0.0278(****),-0.0008(****),0.0001(**),-0.0002(**),-0.0000(***),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.0075632417133698615,159558
Model 302,--,--,-0.0166(****),-0.5140(****),--,--,--,-0.0286(****),-0.0005(*),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(*),-0.0000(****),True,False,0.011472681225616621,159558
Model 303,--,--,-0.0123(****),0.0335(),--,--,--,-0.0261(****),-0.0005(*),0.0001(****),-0.0001(*),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(****),False,True,0.006296477292424663,159558
Model 304,--,--,-0.0169(****),-0.5275(****),--,--,--,-0.0256(****),-0.0003(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),-0.0000(),True,True,0.00981620328784849,159558
Model 305,--,--,-0.0182(****),--,0.0319(*),-0.1564(****),--,--,-0.0010(****),0.0001(*),-0.0003(****),-0.0001(****),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,False,0.020008279738835344,160738
Model 306,--,--,-0.0223(****),--,-0.1510(****),-0.1790(****),--,--,-0.0006(**),0.0000(),-0.0002(*),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(*),-0.0000(**),True,False,0.02803709781374919,160738
Model 307,--,--,-0.0184(****),--,0.0682(****),-0.1545(****),--,--,-0.0004(),0.0002(****),-0.0002(**),-0.0001(***),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.017566777338758777,160738
Model 308,--,--,-0.0225(****),--,-0.1307(****),-0.1764(****),--,--,-0.0002(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(*),0.0000(),True,True,0.0252994634507967,160738
Model 309,--,--,-0.0125(****),--,-0.1125(****),--,0.0522(****),--,-0.0007(***),0.0001(*),-0.0002(**),-0.0000(***),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,False,0.004947057237814967,159558
Model 310,--,--,-0.0173(****),--,-0.2240(****),--,-0.0017(),--,-0.0004(*),0.0000(),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),True,False,0.008823555850384746,159558
Model 311,--,--,-0.0125(****),--,-0.1021(****),--,0.0778(****),--,-0.0004(*),0.0001(***),-0.0002(**),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(),-0.0000(),False,True,0.004157121155527799,159558
Model 312,--,--,-0.0174(****),--,-0.2227(****),--,0.0218(),--,-0.0002(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(***),True,True,0.007664451045119924,159558
Model 313,--,--,-0.0175(****),--,-0.0268(*),--,--,-0.0494(****),-0.0012(****),0.0001(**),-0.0002(***),-0.0001(****),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,False,0.01650625115032256,160738
Model 314,--,--,-0.0227(****),--,-0.1868(****),--,--,-0.0512(****),-0.0007(**),0.0001(*),-0.0001(*),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(*),-0.0000(**),True,False,0.02187792132131905,160738
Model 315,--,--,-0.0178(****),--,0.0020(),--,--,-0.0472(****),-0.0006(**),0.0002(****),-0.0002(**),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.01351654815715353,160738
Model 316,--,--,-0.0230(****),--,-0.1818(****),--,--,-0.0471(****),-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),0.0000(),True,True,0.01822987604776738,160738
Model 317,--,--,-0.0127(****),--,--,-0.1080(****),0.1141(****),--,-0.0008(****),0.0001(*),-0.0002(***),-0.0001(***),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.010835875269907702,159558
Model 318,--,--,-0.0167(****),--,--,-0.1319(****),0.0187(),--,-0.0006(**),0.0000(),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(*),-0.0001(****),True,False,0.015584184561428072,159558
Model 319,--,--,-0.0128(****),--,--,-0.1085(****),0.1483(****),--,-0.0004(*),0.0001(****),-0.0002(**),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(****),False,True,0.010258118026848617,159558
Model 320,--,--,-0.0170(****),--,--,-0.1327(****),0.0473(****),--,-0.0003(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),-0.0001(****),True,True,0.01463281002908412,159558
Model 321,--,--,-0.0169(****),--,--,-0.1220(****),--,-0.0328(****),-0.0011(****),0.0001(**),-0.0003(****),-0.0001(****),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(***),-0.0000(****),False,False,0.02308351168092959,160738
Model 322,--,--,-0.0216(****),--,--,-0.1588(****),--,-0.0359(****),-0.0007(**),0.0001(),-0.0001(*),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(*),-0.0001(****),True,False,0.03063540976309309,160738
Model 323,--,--,-0.0170(****),--,--,-0.1196(****),--,-0.0300(****),-0.0005(*),0.0002(****),-0.0002(***),-0.0000(***),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0000(***),False,True,0.019962722484848205,160738
Model 324,--,--,-0.0221(****),--,--,-0.1593(****),--,-0.0313(****),-0.0003(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),-0.0001(****),True,True,0.027252170662411035,160738
Model 325,--,--,-0.0124(****),--,--,--,0.0652(****),-0.0298(****),-0.0009(****),0.0001(**),-0.0002(**),-0.0000(***),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,False,0.007799141296571777,159558
Model 326,--,--,-0.0170(****),--,--,--,-0.0070(),-0.0337(****),-0.0006(**),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),-0.0001(****),True,False,0.010704533924208448,159558
Model 327,--,--,-0.0126(****),--,--,--,0.0927(****),-0.0284(****),-0.0005(*),0.0001(****),-0.0001(*),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0001(****),False,True,0.006757340878899454,159558
Model 328,--,--,-0.0174(****),--,--,--,0.0107(),-0.0313(****),-0.0003(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),-0.0001(****),True,True,0.009002199853386683,159558
Model 329,--,--,--,4.7275(****),-1.0470(****),-0.2163(****),--,--,-0.0001(),0.0001(*),-0.0001(*),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,False,0.014240653771242284,159558
Model 330,--,--,--,4.5374(****),-1.1206(****),-0.2351(****),--,--,-0.0001(),0.0000(),-0.0001(),0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(*),-0.0000(),0.0000(**),True,False,0.018006566798490664,159558
Model 331,--,--,--,4.5953(****),-1.0086(****),-0.2112(****),--,--,-0.0000(),0.0001(*),-0.0001(*),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,True,0.012817381053175314,159558
Model 332,--,--,--,4.4928(****),-1.1100(****),-0.2322(****),--,--,-0.0000(),0.0001(),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(***),True,True,0.016591152763343553,159558
Model 333,--,--,--,0.0707(),-0.1525(****),--,0.0497(****),--,-0.0005(**),0.0001(*),-0.0002(**),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),0.0000(),False,False,0.002674983093145067,159558
Model 334,--,--,--,-0.4881(****),-0.1218(****),--,-0.0151(),--,-0.0003(),0.0000(),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),0.0000(**),True,False,0.004988934152607927,159558
Model 335,--,--,--,0.0010(),-0.1265(****),--,0.0735(****),--,-0.0003(),0.0001(***),-0.0001(*),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,True,0.001888162520726877,159558
Model 336,--,--,--,-0.4982(****),-0.1203(****),--,0.0070(),--,-0.0001(),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),0.0000(****),True,True,0.003796195029470595,159558
Model 337,--,--,--,0.3438(***),-0.1204(****),--,--,-0.0285(****),-0.0006(**),0.0001(**),-0.0002(**),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0000(***),False,False,0.005520655196531554,159558
Model 338,--,--,--,-0.1968(),-0.1117(****),--,--,-0.0301(****),-0.0003(),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),-0.0000(),True,False,0.007910587773528932,159558
Model 339,--,--,--,0.2198(*),-0.0776(**),--,--,-0.0264(****),-0.0003(),0.0001(***),-0.0001(*),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0000(***),False,True,0.00413742904961345,159558
Model 340,--,--,--,-0.2625(*),-0.0988(***),--,--,-0.0269(****),-0.0002(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),0.0000(),True,True,0.006102132035328056,159558
Model 341,--,--,--,0.4313(****),--,-0.1286(****),0.0750(****),--,-0.0006(**),0.0001(),-0.0002(**),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,False,0.008967999455436804,159558
Model 342,--,--,--,0.0336(),--,-0.1377(****),0.0055(),--,-0.0004(),0.0000(),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),-0.0001(****),True,False,0.011890674680916202,159558
Model 343,--,--,--,0.4583(****),--,-0.1300(****),0.1061(****),--,-0.0002(),0.0001(***),-0.0001(*),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.00839936464990354,159558
Model 344,--,--,--,0.0323(),--,-0.1380(****),0.0310(**),--,-0.0002(),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),-0.0001(****),True,True,0.01077616966233419,159558
Model 345,--,--,--,0.6749(****),--,-0.1139(****),--,-0.0219(****),-0.0006(**),0.0001(*),-0.0002(**),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,False,0.010380625698353851,159558
Model 346,--,--,--,0.2127(****),--,-0.1255(****),--,-0.0226(****),-0.0004(*),0.0001(),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),-0.0001(****),True,False,0.013481302535889195,159558
Model 347,--,--,--,0.7145(****),--,-0.1153(****),--,-0.0198(****),-0.0002(),0.0001(***),-0.0001(*),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,True,0.009226450523224683,159558
Model 348,--,--,--,0.2052(****),--,-0.1269(****),--,-0.0192(****),-0.0002(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),-0.0001(****),True,True,0.011866113618022922,159558
Model 349,--,--,--,-0.1569(***),--,--,0.0695(****),-0.0296(****),-0.0007(***),0.0001(**),-0.0002(**),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(***),-0.0000(****),False,False,0.005640211186469624,159558
Model 350,--,--,--,-0.5934(****),--,--,0.0182(),-0.0307(****),-0.0004(),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),-0.0000(**),True,False,0.007829393929148054,159558
Model 351,--,--,--,-0.1602(***),--,--,0.0941(****),-0.0279(****),-0.0004(),0.0001(****),-0.0001(*),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0000(****),False,True,0.004517352640444949,159558
Model 352,--,--,--,-0.6290(****),--,--,0.0344(**),-0.0278(****),-0.0002(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),-0.0000(),True,True,0.006081384044021365,159558
Model 353,--,--,--,--,-0.0327(**),-0.1068(****),0.1147(****),--,-0.0006(**),0.0001(*),-0.0002(**),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0000(****),False,False,0.008531115514819887,159558
Model 354,--,--,--,--,-0.1388(****),-0.1275(****),0.0502(****),--,-0.0004(),0.0000(),-0.0001(),-0.0000(),0.0000(),-0.0000(*),0.0000(),0.0000(),-0.0000(*),-0.0000(),True,False,0.012610016929092027,159558
Model 355,--,--,--,--,-0.0205(),-0.1078(****),0.1413(****),--,-0.0003(),0.0001(***),-0.0001(*),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0000(****),False,True,0.007867498574606557,159558
Model 356,--,--,--,--,-0.1374(****),-0.1277(****),0.0736(****),--,-0.0002(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),0.0000(),True,True,0.011482737259221554,159558
Model 357,--,--,--,--,0.0705(****),-0.1310(****),--,-0.0369(****),-0.0009(****),0.0001(*),-0.0002(***),-0.0001(***),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(****),-0.0001(****),False,False,0.020010309991359887,160738
Model 358,--,--,--,--,-0.0943(****),-0.1594(****),--,-0.0361(****),-0.0005(*),0.0001(*),-0.0001(*),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(*),-0.0000(****),True,False,0.026086834702595096,160738
Model 359,--,--,--,--,0.0968(****),-0.1310(****),--,-0.0345(****),-0.0004(),0.0002(****),-0.0002(**),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(****),-0.0001(****),False,True,0.016970637841382863,160738
Model 360,--,--,--,--,-0.0914(****),-0.1598(****),--,-0.0316(****),-0.0002(),0.0001(***),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),-0.0000(),True,True,0.022425882592487012,160738
Model 361,--,--,--,--,-0.0690(****),--,0.0823(****),-0.0291(****),-0.0007(***),0.0001(**),-0.0002(**),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(***),-0.0000(***),False,False,0.005765862714949277,159558
Model 362,--,--,--,--,-0.1703(****),--,0.0330(**),-0.0310(****),-0.0003(),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),-0.0000(),True,False,0.007935842467124754,159558
Model 363,--,--,--,--,-0.0633(****),--,0.1036(****),-0.0275(****),-0.0004(),0.0001(****),-0.0001(*),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0000(**),False,True,0.004605211907534157,159558
Model 364,--,--,--,--,-0.1784(****),--,0.0482(****),-0.0282(****),-0.0002(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),0.0000(),True,True,0.006163631872569741,159558
Model 365,--,--,--,--,--,-0.0937(****),0.1311(****),-0.0209(****),-0.0007(***),0.0001(*),-0.0002(**),-0.0000(**),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(***),-0.0001(****),False,False,0.010037532223184154,159558
Model 366,--,--,--,--,--,-0.1196(****),0.0446(***),-0.0225(****),-0.0004(*),0.0001(),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(*),-0.0001(****),True,False,0.013472976074852538,159558
Model 367,--,--,--,--,--,-0.0955(****),0.1592(****),-0.0190(****),-0.0003(),0.0001(****),-0.0001(*),-0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0000(****),False,True,0.00912637987196041,159558
Model 368,--,--,--,--,--,-0.1223(****),0.0629(****),-0.0195(****),-0.0002(),0.0001(**),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(**),-0.0000(*),-0.0001(****),True,True,0.011952928334832191,159558
Model 369,-0.0672(****),-0.0437(****),-0.0054(****),0.1329(***),--,--,--,--,0.0001(),0.0001(****),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(),0.0000(),False,False,0.034704718533450585,159558
Model 370,-0.0668(****),-0.0382(****),-0.0095(****),-0.3262(****),--,--,--,--,0.0002(),0.0001(*),-0.0000(),0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(**),True,False,0.03316730013997016,159558
Model 371,-0.0729(****),-0.0428(****),-0.0043(****),0.1180(**),--,--,--,--,-0.0001(),0.0001(*),-0.0001(),-0.0000(),0.0000(),0.0000(),0.0000(),0.0000(**),-0.0000(*),-0.0000(***),False,True,0.03317386408192846,159558
Model 372,-0.0717(****),-0.0371(****),-0.0086(****),-0.3460(****),--,--,--,--,-0.0001(),0.0001(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),True,True,0.0314150760368076,159558
Model 373,-0.0943(****),-0.0538(****),-0.0086(****),--,0.0307(**),--,--,--,0.0001(),0.0001(****),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(),-0.0000(),False,False,0.0507554525757421,160738
Model 374,-0.0924(****),-0.0465(****),-0.0134(****),--,-0.1155(****),--,--,--,0.0003(),0.0001(*),-0.0000(),0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(***),True,False,0.04818143126582619,160738
Model 375,-0.0997(****),-0.0520(****),-0.0071(****),--,0.0179(),--,--,--,-0.0001(),0.0001(*),-0.0001(*),-0.0000(),0.0000(),0.0000(),0.0000(),0.0000(***),-0.0000(*),-0.0000(***),False,True,0.04681857563099434,160738
Model 376,-0.0973(****),-0.0446(****),-0.0122(****),--,-0.1336(****),--,--,--,0.0000(),0.0001(),-0.0001(),0.0000(),0.0000(),0.0000(),0.0000(),0.0000(),-0.0000(*),0.0000(),True,True,0.04431944167699131,160738
Model 377,-0.0886(****),-0.0490(****),-0.0081(****),--,--,-0.0941(****),--,--,0.0001(),0.0002(****),-0.0001(*),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),0.0000(****),False,False,0.05504408580583464,160738
Model 378,-0.0849(****),-0.0425(****),-0.0127(****),--,--,-0.1318(****),--,--,0.0002(),0.0001(*),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),-0.0000(),True,False,0.0550929766850784,160738
Model 379,-0.0936(****),-0.0477(****),-0.0069(****),--,--,-0.0890(****),--,--,-0.0001(),0.0001(**),-0.0002(*),-0.0000(),0.0000(),0.0000(),0.0000(),0.0000(****),-0.0000(**),0.0000(),False,True,0.05070381864833018,160738
Model 380,-0.0885(****),-0.0408(****),-0.0120(****),--,--,-0.1275(****),--,--,-0.0000(),0.0001(),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(*),-0.0000(***),True,True,0.050666150604513405,160738
Model 381,-0.0683(****),-0.0448(****),-0.0055(****),--,--,--,0.1264(****),--,0.0001(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(),-0.0000(),False,False,0.03554862864042607,159558
Model 382,-0.0679(****),-0.0401(****),-0.0097(****),--,--,--,0.0561(****),--,0.0001(),0.0001(*),-0.0000(),0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),-0.0000(**),True,False,0.03298533824692973,159558
Model 383,-0.0735(****),-0.0437(****),-0.0045(****),--,--,--,0.1274(****),--,-0.0001(),0.0001(*),-0.0001(),-0.0000(),0.0000(),0.0000(),0.0000(),0.0000(**),-0.0000(*),-0.0000(****),False,True,0.034032423038381276,159558
Model 384,-0.0727(****),-0.0391(****),-0.0089(****),--,--,--,0.0581(****),--,-0.0001(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(*),-0.0000(****),True,True,0.031197845657229606,159558
Model 385,-0.0907(****),-0.0499(****),-0.0080(****),--,--,--,--,-0.0231(****),0.0000(),0.0002(****),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),0.0000(*),False,False,0.05237356471706034,160738
Model 386,-0.0887(****),-0.0439(****),-0.0130(****),--,--,--,--,-0.0319(****),0.0002(),0.0001(**),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),-0.0000(**),True,False,0.05055165413103324,160738
Model 387,-0.0960(****),-0.0490(****),-0.0069(****),--,--,--,--,-0.0194(****),-0.0002(),0.0001(**),-0.0001(*),-0.0000(),0.0000(),0.0000(),0.0000(),0.0000(***),-0.0000(**),-0.0000(*),False,True,0.04795341112900242,160738
Model 388,-0.0932(****),-0.0430(****),-0.0122(****),--,--,--,--,-0.0283(****),-0.0001(),0.0001(*),-0.0001(),0.0000(),0.0000(),0.0000(),0.0000(),0.0000(),-0.0000(*),-0.0000(****),True,True,0.04590683760218073,160738
Model 389,-0.0676(****),-0.0454(****),--,-0.3166(**),0.1271(****),--,--,--,0.0002(),0.0001(****),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,False,0.03441820793780148,159558
Model 390,-0.0675(****),-0.0409(****),--,-0.6616(****),0.0945(***),--,--,--,0.0002(),0.0001(*),-0.0000(),0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),0.0000(*),True,False,0.032082505098630976,159558
Model 391,-0.0732(****),-0.0440(****),--,-0.1098(),0.0624(*),--,--,--,-0.0001(),0.0001(*),-0.0001(),-0.0000(),0.0000(),0.0000(),0.0000(),0.0000(***),-0.0000(**),-0.0000(***),False,True,0.0329423873293071,159558
Model 392,-0.0729(****),-0.0395(****),--,-0.4519(****),0.0267(),--,--,--,-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(*),0.0000(),True,True,0.030478782932385484,159558
Model 393,-0.0637(****),-0.0439(****),--,0.8090(****),--,-0.0997(****),--,--,0.0002(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0001(****),False,False,0.03818473949369905,159558
Model 394,-0.0632(****),-0.0392(****),--,0.3955(****),--,-0.1091(****),--,--,0.0002(),0.0001(*),-0.0000(),0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),-0.0000(****),True,False,0.036385857649349984,159558
Model 395,-0.0688(****),-0.0427(****),--,0.7598(****),--,-0.0940(****),--,--,-0.0000(),0.0001(*),-0.0001(),-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(**),-0.0001(****),False,True,0.036370824522464096,159558
Model 396,-0.0680(****),-0.0379(****),--,0.3423(****),--,-0.1039(****),--,--,-0.0000(),0.0001(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(*),-0.0001(****),True,True,0.034446850750913804,159558
Model 397,-0.0682(****),-0.0459(****),--,-0.0743(),--,--,0.1316(****),--,0.0001(),0.0001(***),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),0.0000(),False,False,0.03513965804842989,159558
Model 398,-0.0681(****),-0.0413(****),--,-0.4383(****),--,--,0.0853(****),--,0.0002(),0.0001(*),-0.0000(),0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),0.0000(****),True,False,0.03234258084780195,159558
Model 399,-0.0739(****),-0.0446(****),--,-0.0828(*),--,--,0.1329(****),--,-0.0001(),0.0001(*),-0.0001(),-0.0000(),0.0000(),0.0000(),0.0000(),0.0000(***),-0.0000(*),-0.0000(*),False,True,0.033770893976591276,159558
Model 400,-0.0736(****),-0.0401(****),--,-0.4581(****),--,--,0.0875(****),--,-0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(),-0.0000(*),0.0000(),True,True,0.03081749516590704,159558
Model 401,-0.0660(****),-0.0438(****),--,0.2356(****),--,--,--,-0.0126(****),0.0002(),0.0001(****),-0.0001(),0.0000(),0.0000(),-0.0000(),0.0000(),0.0000(****),-0.0000(*),-0.0000(),False,False,0.03485273967313718,159558
Model 402,-0.0657(****),-0.0393(****),--,-0.1852(****),--,--,--,-0.0154(****),0.0002(),0.0001(**),-0.0000(),0.0000(*),0.0000(),-0.0000(),0.0000(),0.0000(*),-0.0000(),0.0000(*),True,False,0.03275981907700731,159558
